codigo,nombre,capitulo,vigente
791102,REDUCCIÓN INDIRECTA DE FRACTURA CON FIJACIÓN INTERNA DE LESIONES INTRAARTICULARES DE HOMBRO VÍA ARTROSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791201,REDUCCIÓN INDIRECTA DE FRACTURA CON FIJACIÓN INTERNA DE HÚMERO (EPÍFISIS O DIÁFISIS)- PERCUTÁNEA CON PINES,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791301,REDUCCIÓN INDIRECTA DE FRACTURA DE CÚBITO O RADIO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791302,REDUCCIÓN INDIRECTA DE FRACTURA DE CÚBITO Y RADIO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791401,FIJACIÓN INTERNA DE FRACTURA E INESTABILIDAD DE MUÑECA POR ARTROSCOPIA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791402,REDUCCIÓN INDIRECTA DE FRACTURA DE METACARPIANOS Y FIJACIÓN PERCUTÁNEA CON DISPOSITIVO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791404,REDUCCIÓN DE FRACTURA DE HUESOS DE CARPO Y FIJACIÓN PERCUTÁNEA CON DISPOSITIVO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791405,REDUCCIÓN DE FRACTURA DE HUESO DE CARPO CON DISPOSITIVO VÍA ARTROSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791501,REDUCCIÓN INDIRECTA CON FIJACIÓN INTERNA DE CUELLO DE FÉMUR O INTERTROCANTÉRICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791502,REDUCCIÓN INDIRECTA DE FRACTURA DE FÉMUR SUPRACONDÍLEA CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791503,REDUCCIÓN INDIRECTA DE FRACTURA DE FÉMUR SUPRACONDÍLEA E INTERCONDÍLEA CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791601,REDUCCIÓN INDIRECTA DE FRACTURA CON FIJACIÓN INTERNA DE RÓTULA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791701,REDUCCIÓN INDIRECTA DE PILÓN CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791702,REDUCCIÓN INDIRECTA DE FRACTURAS OSTEOCONDRALES O DE LA ESPINA TIBIAL CON FIJACIÓN INTERNA VÍA ARTROSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791703,REDUCCIÓN INDIRECTA DE FRACTURAS DEL TERCIO PROXIMAL DE LA TIBIA CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791704,REDUCCIÓN INDIRECTA DE FRACTURAS DE LA TIBIA DIAFISIARIA CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791705,REDUCCIÓN INDIRECTA DE FRACTURAS DE PERONÉ CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791740,REVISIÓN ENDOSCÓPICA DE DISPOSITIVOS DE FIJACIÓN (OSTEOSÍNTESIS) DE LAS FRACTURAS DEL TERCIO PROXIMAL DE LA TIBIA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791901,REDUCCIÓN INDIRECTA DE FRACTURA CON FIJACIÓN PERCUTÁNEA CON DISPOSITIVO DE FALANGES DE PIE O DE MANO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
791930,REDUCCIÓN DE FRACTURA- DESCOMPRESIÓN CON INSTRUMENTACIÓN- EN SEGMENTO TORÁCICO O LUMBAR- VÍA ENDOSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792101,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE FRACTURA DE UNA O MÁS COSTILLAS,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792102,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE FRACTURA DE ESCÁPULA O CLAVÍCULA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792103,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE FRACTURA CUELLO Y GLENOIDES,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792201,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE HÚMERO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792301,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE RADIO O CÚBITO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792302,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE RADIO Y CÚBITO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792401,REDUCCIÓN ABIERTA SIN FIJACIÓN DE FRACTURA DE HUESO DEL CARPO O METACARPO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792402,REDUCCIÓN ABIERTA SIN FIJACIÓN DE FRACTURA DE HUESO DEL CARPO O METACARPO VÍA ARTROSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792501,REDUCCIÓN ABIERTA DE FRACTURA DE FÉMUR SIN FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792601,REDUCCIÓN ABIERTA DE FRACTURA DE RÓTULA SIN FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792801,REDUCCIÓN ABIERTA FRACTURA SIN FIJACIÓN INTERNA- DE HUESOS DEL TARSO O METATARSO (UNO O MÁS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792901,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE FALANGES DE MANO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792902,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE FALANGES DE PIE,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
792920,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE HUESOS PELVIANOS,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793101,REDUCCIÓN ABIERTA DE FRACTURA CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS) DE CLAVÍCULA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793102,REDUCCIÓN ABIERTA DE FRACTURA CON FIJACIÓN INTERNA DE ESCÁPULA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793103,REDUCCIÓN ABIERTA DE FRACTURA CON FIJACIÓN INTERNA DE COSTILLA O ESTERNÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793201,REDUCCIÓN ABIERTA DE FRACTURA SUBCAPITAL DE HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793202,REDUCCIÓN ABIERTA DE FRACTURA DE TUBEROSIDAD PROXIMAL DE HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793203,REDUCCIÓN ABIERTA DE FRACTURA CONMINUTA DE TERCIO PROXIMAL HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793204,REDUCCIÓN ABIERTA DE FRACTURA SUPRACONDÍLEA DE HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793205,REDUCCIÓN ABIERTA DE FRACTURA SUPRACONDÍLEA E INTERCONDÍLEA DE HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793206,REDUCCIÓN ABIERTA DE FRACTURA DE EPICÓNDILO O EPITRÓCLEA DE HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793210,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE HÚMERO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793301,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE CÚBITO O RADIO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793302,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE CÚBITO O DE OLÉCRANON CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793303,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE CÚBITO O RADIO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793304,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO (CÚPULA RADIAL) CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793305,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO Y CÚBITO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793306,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE RADIO Y CÚBITO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793307,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE CÚBITO Y RADIO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793403,REDUCCIÓN ABIERTA DE FRACTURA DE HUESOS DE CARPO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793404,REDUCCIÓN ABIERTA DE FRACTURA DE HUESOS DE CARPO CON FIJACIÓN INTERNA VÍA ARTROSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793405,REDUCCIÓN ABIERTA DE FRACTURA DE METACARPIANOS CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793406,REDUCCIÓN ABIERTA DE FRACTURA DE METACARPIANOS CON FIJACIÓN INTERNA VÍA ARTROSCÓPICA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793501,REDUCCIÓN ABIERTA DE FRACTURA EN FÉMUR (CUELLO- INTERTROCANTÉRICA- SUPRACONDÍLEA) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793502,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE FÉMUR CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793601,REDUCCIÓN ABIERTA DE FRACTURA EN RÓTULA CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793707,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ PROXIMAL CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793708,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ PROXIMAL CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793709,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DIAFISIARIO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793710,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DIAFISIARIO CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793711,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DISTAL CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793712,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DISTAL CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793713,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA PROXIMAL CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793714,REDUCCIÓN ABIERTA DE FRACTURA DE ESPINA TIBIAL CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793715,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA PROXIMAL CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793716,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DIAFISIARIA CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793717,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DIAFISIARIA CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793718,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DISTAL CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793719,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DISTAL CON FIJACIÓN EXTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793801,REDUCCIÓN ABIERTA DE FRACTURA DE TARSO (CADA UNO) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793802,REDUCCIÓN ABIERTA DE FRACTURA DE METATARSIANO (CADA UNO) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793804,REDUCCIÓN ABIERTA DE FRACTURA CALCÁNEO CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793901,REDUCCIÓN ABIERTA DE FRACTURA EN FALANGES DE MANO (UNA O MÁS) CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793902,REDUCCIÓN ABIERTA DE FRACTURA EN FALANGES DE PIE (UNA O MÁS) CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793910,REDUCCIÓN ABIERTA DE FRACTURA DEL ILÍACO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793911,REDUCCIÓN ABIERTA DE FRACTURA EN RAMAS PÚBIS CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793912,REDUCCIÓN ABIERTA DE FRACTURA EN SÍNFISIS PÚBICA CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793920,REDUCCIÓN ABIERTA DE FRACTURA EN PELVIS [ACETÁBULO- REBORDE ANTERIOR O POSTERIOR] CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793921,REDUCCIÓN ABIERTA DE FRACTURA COMPLEJA EN PELVIS (ACETÁBULO- REBORDE ANTERIOR- POSTERIOR Y SUPERIOR) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793922,REDUCCIÓN ABIERTA DE FRACTURA DE LÁMINA CUADRILÁTERA CON ABORDAJE ANTERIOR MÁS VENTANA LATERAL ILIOINGUINAL CON FIJACIÓN INTERNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793930,REDUCCIÓN ABIERTA DE FRACTURA DE ODONTOIDES VÍA ANTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793932,REDUCCIÓN ABIERTA DE FRACTURA DE ODONTOIDES VÍA POSTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793935,REDUCCIÓN DE FRACTURA OCCIPITOCERVICAL VÍA ANTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793937,REDUCCIÓN DE FRACTURA OCCIPITOCERVICAL VÍA POSTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793940,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL EN C1 VÍA ANTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793942,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL EN C1 VÍA POSTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793944,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA ANTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793946,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA POSTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793950,REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL (TORÁCICA- LUMBAR O SACRA) VÍA ANTERIOR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
793952,REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL (TORÁCICA- LUMBAR O SACRA) VÍA POSTERIOR O POSTEROLATERAL,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794101,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN HÚMERO SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794102,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN HÚMERO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794201,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN CÚBITO O RADIO SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794202,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN CÚBITO O RADIO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794203,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN RADIO Y CÚBITO SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794204,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN RADIO Y CÚBITO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794501,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN FÉMUR SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794502,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN FÉMUR CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794601,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794602,REDUCCIÓN INDIRECTA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794603,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
794604,REDUCCIÓN INDIRECTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795101,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HÚMERO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795102,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HÚMERO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795201,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CÚBITO SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795202,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CÚBITO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795203,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CÚBITO SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795204,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CÚBITO CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795501,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE FÉMUR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795502,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE FÉMUR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795601,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795602,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795603,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ SIN FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
795604,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ CON FIJACIÓN,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796101,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE HÚMERO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796201,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE CÚBITO O RADIO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796301,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA O EXPUESTA EN MANO (EXCEPTO FALANGES),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796401,LAVADO Y DESBRIDAMIENTO DE FRACTURAS EXPUESTAS DE FALANGES EN MANO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796501,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE FÉMUR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796601,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TIBIA O PERONÉ,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796701,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TARSIANOS O METATARSIANOS,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796801,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE DEDOS DE PIE,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796902,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE RÓTULA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796903,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE PELVIS,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
796905,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE RAQUIS O COLUMNA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797101,REDUCCIÓN CERRADA DE LUXACIÓN EN HOMBRO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797201,REDUCCIÓN CERRADA DE LUXACIÓN EN CODO,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797301,REDUCCIÓN CERRADA DE LUXACIÓN EN MUÑECA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797401,REDUCCIÓN CERRADA DE LUXACIÓN CARPIANA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797402,REDUCCIÓN CERRADA DE LUXACIÓN CARPOMETACARPIANA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797403,REDUCCIÓN CERRADA DE LUXACIÓN METACARPOFALÁNGICA (UNA O MÁS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797404,REDUCCIÓN CERRADA DE LUXACIÓN INTERFALÁNGICA (UNA O MÁS),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797501,REDUCCIÓN CERRADA DE DISPLASIA O LUXACIÓN CONGÉNITA DE CADERA (UNI O BILATERAL),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797502,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA DE CADERA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797503,REDUCCIÓN CERRADA DE DISPLASIA O LUXACIÓN CONGÉNITA DE CADERA CON TENOTOMÍA DE ADUCTORES O PSOAS,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797601,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA DE RODILLA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797602,REDUCCIÓN CERRADA DE LUXACIÓN TIBIOPERONERA PROXIMAL,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797603,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA DE RÓTULA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797701,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA TOBILLO (CUELLO DE PIE),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797801,REDUCCIÓN CERRADA DE LUXACIÓN TARSO-METATARSIANOS,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797802,REDUCCIÓN CERRADA DE LUXACIÓN TARSO-METATARSIANOS CON FIJACIÓN PERCUTÁNEA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797803,REDUCCIÓN CERRADA DE LUXACIÓNES METATARSO-FALÁNGICAS O INTERFALANGICAS EN PIE,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797901,REDUCCIÓN CERRADA DE LUXACIÓN DE COLUMNA TORÁCICA O LUMBAR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
797902,REDUCCIÓN CERRADA DE LUXACIÓN DE SACRO Y CÓCCIX,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
798101,REDUCCIÓN ABIERTA DE LUXACIÓN ACROMIOCLAVICULAR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
798102,REDUCCIÓN ABIERTA DE LA LUXACIÓN GLENOHUMERAL,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
798103,REDUCCIÓN ABIERTA DE LA LUXACIÓN ESTERNOCLAVICULAR,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
798106,FIJACIÓN DE ESCÁPULA A COSTILLAS [ESCAPULOPEXIA] (TRATAMIENTO DE LA LUXACIÓN CONGÉNITA DE ESCAPULA ALADA),CapItulo 13 SISTEMA OSTEOMUSCULAR,1
798201,REDUCCIÓN ABIERTA DE LUXACIÓN DE LA CABEZA RADIAL,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
798302,REDUCCIÓN DE LUXACIÓN RADIOCUBITAL VÍA ABIERTA,CapItulo 13 SISTEMA OSTEOMUSCULAR,1
