codigo,nombre,capitulo,vigente
083004,CORRECCIÓN DE PTOSIS PALPEBRAL- POR RESECCIÓN EXTERNA DEL ELEVADOR VÍA CONJUNTIVAL,CapItulo 03 SISTEMA VISUAL,1
083005,CORRECCIÓN DE PTOSIS PALPEBRAL- POR CONJUNTIVO MULLERECTOMÍA VÍA CONJUNTIVAL CON O SIN TARSO,CapItulo 03 SISTEMA VISUAL,1
083501,CORRECCIÓN DE LAGOFTALMOS POR INSERCIÓN DE DISPOSITIVO,CapItulo 03 SISTEMA VISUAL,1
083502,ELONGACIÓN DEL PÁRPADO POR VÍA CONJUNTIVAL,CapItulo 03 SISTEMA VISUAL,1
083503,ELONGACIÓN DEL PÁRPADO CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
083601,CORRECCIÓN DE ENTROPIÓN POR SUTURA (REINSERCIÓN DE RETRACTORES),CapItulo 03 SISTEMA VISUAL,1
083602,CORRECCIÓN DE ENTROPIÓN POR INJERTO,CapItulo 03 SISTEMA VISUAL,1
083603,CORRECCIÓN DE ENTROPIÓN POR ACORTAMIENTO HORIZONTAL [CUÑA],CapItulo 03 SISTEMA VISUAL,1
083701,CORRECCIÓN DE ECTROPIÓN POR ACORTAMIENTO HORIZONTAL [CUÑA],CapItulo 03 SISTEMA VISUAL,1
083702,CORRECCIÓN DE ECTROPIÓN CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
083703,CORRECCIÓN DE ECTROPIÓN POR FIJACIÓN CANTAL,CapItulo 03 SISTEMA VISUAL,1
083801,CANTOTOMÍA,CapItulo 03 SISTEMA VISUAL,1
083802,CANTORRAFIA,CapItulo 03 SISTEMA VISUAL,1
083803,CANTOPLASTIA,CapItulo 03 SISTEMA VISUAL,1
083804,BLEFAROPLASTIA SUPERIOR,CapItulo 03 SISTEMA VISUAL,1
083805,BLEFAROPLASTIA INFERIOR VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
083806,BLEFAROPLASTIA INFERIOR VÍA CONJUNTIVAL,CapItulo 03 SISTEMA VISUAL,1
083807,REFORMA DE PLIEGUE PALPEBRAL POR FIJACIÓN TARSAL,CapItulo 03 SISTEMA VISUAL,1
083808,CORRECCIÓN DE EPIBLÉFARON,CapItulo 03 SISTEMA VISUAL,1
083809,CORRECCIÓN DE TELECANTO CON COLGAJO,CapItulo 03 SISTEMA VISUAL,1
083810,CORRECCIÓN DE TELECANTO TRANSNASAL,CapItulo 03 SISTEMA VISUAL,1
083811,CORRECCIÓN DE EPICANTO,CapItulo 03 SISTEMA VISUAL,1
086001,RECONSTRUCCIÓN DE PÁRPADOS CON COLGAJO,CapItulo 03 SISTEMA VISUAL,1
086002,RECONSTRUCCIÓN DE PÁRPADOS CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
086003,RECONSTRUCCIÓN DE PÁRPADOS POR LIBERACIÓN DE COLGAJO,CapItulo 03 SISTEMA VISUAL,1
088001,REPARACIÓN DE HERIDA EN CEJA,CapItulo 03 SISTEMA VISUAL,1
088201,SUTURA SUPERFICIAL DE HERIDA ÚNICA DE PÁRPADO,CapItulo 03 SISTEMA VISUAL,1
088202,SUTURA SUPERFICIAL DE HERIDA MÚLTIPLE DE PÁRPADO,CapItulo 03 SISTEMA VISUAL,1
088401,SUTURA PROFUNDA DE HERIDA ÚNICA DE PÁRPADO,CapItulo 03 SISTEMA VISUAL,1
088402,SUTURA PROFUNDA DE HERIDA MÚLTIPLE DE PÁRPADO,CapItulo 03 SISTEMA VISUAL,1
088403,SUTURA DE PÁRPADO Y RECONSTRUCCIÓN CON INJERTO O COLGAJO,CapItulo 03 SISTEMA VISUAL,1
088601,RITIDECTOMÍA DE PÁRPADO INFERIOR,CapItulo 03 SISTEMA VISUAL,1
088701,RITIDECTOMÍA DE PÁRPADO SUPERIOR,CapItulo 03 SISTEMA VISUAL,1
089104,ABLACIÓN DE PESTAÑAS (SUPERIOR O INFERIOR),CapItulo 03 SISTEMA VISUAL,1
089105,ABLACIÓN DE PESTAÑAS VÍA ABIERTA,CapItulo 03 SISTEMA VISUAL,1
089207,CORRECCIÓN ESTÉTICA DE PTOSIS DE CEJAS POR ABORDAJE CORONAL,CapItulo 03 SISTEMA VISUAL,1
089208,PLASTIA DE CEJAS POR RESECCIÓN,CapItulo 03 SISTEMA VISUAL,1
089209,PLASTIA DE CEJAS POR SUSPENSIÓN CON SUTURA,CapItulo 03 SISTEMA VISUAL,1
089210,PLASTIA DE CEJAS (FRONTOPLASTIA) POR VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
089211,PLASTIA DE CEJAS CON COLGAJO,CapItulo 03 SISTEMA VISUAL,1
089212,PLASTIA DE CEJAS CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
089213,RECONSTRUCCIÓN DE CEJAS POR RESECCIÓN,CapItulo 03 SISTEMA VISUAL,1
089214,RECONSTRUCCIÓN DE CEJAS POR SUSPENSIÓN CON SUTURA,CapItulo 03 SISTEMA VISUAL,1
089215,RECONSTRUCCIÓN DE CEJAS (FRONTOPLASTIA) POR VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
089216,RECONSTRUCCIÓN DE CEJAS CON COLGAJO,CapItulo 03 SISTEMA VISUAL,1
089217,RECONSTRUCCIÓN DE CEJAS CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
089301,PLASTIA DE REGIÓN INTERCILIAR POR TÉCNICA DE RELLENO,CapItulo 03 SISTEMA VISUAL,1
089302,PLASTIA DE REGIÓN INTERCILIAR POR RESECCIÓN E INJERTO,CapItulo 03 SISTEMA VISUAL,1
089303,PLASTIA DE REGIÓN INTERCILIAR POR VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
090001,PEXIA EN GLÁNDULA LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
090101,DRENAJE EN LA GLÁNDULA LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
091101,BIOPSIA DE LA GLÁNDULA LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
091201,BIOPSIA DE LA VÍA LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
092001,DACRIOADENECTOMÍA PARCIAL,CapItulo 03 SISTEMA VISUAL,1
092002,DACRIOADENECTOMÍA TOTAL,CapItulo 03 SISTEMA VISUAL,1
094101,EXTRACCIÓN DE CUERPO EXTRAÑO DEL SACO LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
094201,SONDEO Y LAVADO DE LAS VÍAS LAGRIMALES VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
094202,SONDEO Y LAVADO DE LAS VÍAS LAGRIMALES VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
094401,INTUBACIÓN DE VÍA LAGRIMAL VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
094402,INTUBACIÓN DE VÍA LAGRIMAL VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
095001,DRENAJE DEL SACO LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
095002,DRENAJE DEL CANALÍCULO LAGRIMAL,CapItulo 03 SISTEMA VISUAL,1
096101,DACRIOCISTECTOMÍA,CapItulo 03 SISTEMA VISUAL,1
097101,PLASTIA EN CANALÍCULOS LAGRIMALES,CapItulo 03 SISTEMA VISUAL,1
097201,PLASTIA DE PUNTO LAGRIMAL SIMPLE,CapItulo 03 SISTEMA VISUAL,1
097301,PLASTIA DE PUNTO LAGRIMAL MODIFICADA CON SUTURAS,CapItulo 03 SISTEMA VISUAL,1
098101,DACRIOCISTORRINOSTOMÍA VÍA ABIERTA,CapItulo 03 SISTEMA VISUAL,1
098102,DACRIOCISTORRINOSTOMÍA TRANSNASAL VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
098105,DACRIOCISTORRINOSTOMÍA REVISIONAL VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
098106,DACRIOCISTORRINOSTOMÍA REVISIONAL VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
098201,CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
098202,CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE TRANSNASAL VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
098301,CONJUNTIVODACRIOCISTORRINOSTOMÍA CON DISPOSITIVO VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
098302,CONJUNTIVODACRIOCISTORRINOSTOMÍA CON DISPOSITIVO VÍA ENDOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
099001,CIERRE DEL PUNTO LAGRIMAL CON SUTURA,CapItulo 03 SISTEMA VISUAL,1
099002,CIERRE TEMPORAL DE PUNTOS LAGRIMALES CON DISPOSITIVO,CapItulo 03 SISTEMA VISUAL,1
099003,CIERRE DE PUNTOS LAGRIMALES ASISTIDO,CapItulo 03 SISTEMA VISUAL,1
100101,EXTRACCIÓN DE CUERPO EXTRAÑO SUBCONJUNTIVAL,CapItulo 03 SISTEMA VISUAL,1
102101,BIOPSIA DE CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
102102,CITOLOGÍA DE CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
102103,CITOLOGÍA DE IMPRESIÓN EN CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
103101,RESECCIÓN DE LESIÓN O TUMOR BENIGNO DE CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
103102,RESECCIÓN DE LESIÓN O TUMOR BENIGNO DE CONJUNTIVA CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
103103,RESECCIÓN SIMPLE DE PTERIGIÓN (NASAL O TEMPORAL),CapItulo 03 SISTEMA VISUAL,1
103104,RESECCIÓN DE PTERIGIÓN (NASAL O TEMPORAL) CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
103105,RESECCIÓN DE PTERIGIÓN REPRODUCIDO (NASAL O TEMPORAL) CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
103106,RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
103107,RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA SIN INJERTO,CapItulo 03 SISTEMA VISUAL,1
103108,PERITOMÍA TOTAL,CapItulo 03 SISTEMA VISUAL,1
103204,ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
104001,REPARACIÓN SIMPLE DE SIMBLÉFARON,CapItulo 03 SISTEMA VISUAL,1
104002,REPARACIÓN DE SIMBLÉFARON CON INJERTO LIBRE EN CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
104003,REPARACIÓN DE SIMBLÉFARON CON INJERTO DE TEJIDO EXTRAOCULAR,CapItulo 03 SISTEMA VISUAL,1
105M01,INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO NEONATAL,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
106101,SUTURA EN LA CONJUNTIVA,CapItulo 03 SISTEMA VISUAL,1
106M01,INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
106M02,INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO PEDIÁTRICO PACIENTE QUEMADO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
107201,RECONSTRUCCIÓN DE SUPERFICIE OCULAR CON INJERTO DE TEJIDO OCULAR,CapItulo 03 SISTEMA VISUAL,1
107202,RECONSTRUCCIÓN DE SUPERFICIE OCULAR CON INJERTO DE TEJIDO EXTRAOCULAR,CapItulo 03 SISTEMA VISUAL,1
107203,RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTO DE TEJIDO OCULAR,CapItulo 03 SISTEMA VISUAL,1
107204,RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTO DE TEJIDO EXTRAOCULAR,CapItulo 03 SISTEMA VISUAL,1
107301,CORRECCIÓN DE CONJUNTIVOCHALASIS,CapItulo 03 SISTEMA VISUAL,1
107M01,INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
107M02,INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO PACIENTE QUEMADO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
108A01,INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO NEONATAL,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
109A01,INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
109A02,INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE QUEMADO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
109A03,INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO PEDIÁTRICO PACIENTE TRASPLANTADO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
110001,EXTRACCIÓN DE CUERPO EXTRAÑO SUPERFICIAL EN CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
110002,EXTRACCIÓN DE CUERPO EXTRAÑO PROFUNDO EN CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
110A01,INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO ADULTOS,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
110A02,INTERNACIÓN EN UNIDAD DE CUIDADO INTENSIVO ADULTOS PACIENTE QUEMADO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
110A03,INTERNACIÓN EN UNIDAD DE CUIDADO INTERMEDIO ADULTO PACIENTE TRASPLANTADO,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
111201,DRENAJE DE COLECCIONES EN CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
112101,FROTIS DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
112102,CITOLOGÍA DE IMPRESIÓN DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
112201,BIOPSIA DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
114101,RESECCIÓN DE TUMOR BENIGNO DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
114102,RESECCIÓN DE TUMOR MALIGNO DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
114201,CAUTERIZACIÓN DE CÓRNEA MANUAL,CapItulo 03 SISTEMA VISUAL,1
114202,CAUTERIZACIÓN DE CÓRNEA ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
114301,LIMPIEZA DE ENTRECARA MANUAL,CapItulo 03 SISTEMA VISUAL,1
115201,REPARACIÓN DE DEHISCENCIA DE HERIDA CORNEAL,CapItulo 03 SISTEMA VISUAL,1
115301,REPARACIÓN DE LACERACIÓN O HERIDA CORNEAL CON INJERTO ESPESOR PARCIAL,CapItulo 03 SISTEMA VISUAL,1
115302,REPARACIÓN DE LACERACIÓN O HERIDA CORNEAL CON INJERTO ESPESOR TOTAL,CapItulo 03 SISTEMA VISUAL,1
115305,REPARACIÓN DE PERFORACIÓN DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
115306,SUTURA DE CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
115307,QUERATECTOMÍA MANUAL,CapItulo 03 SISTEMA VISUAL,1
115308,QUERATECTOMÍA ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
115309,REPOSICIÓN DE COLGAJO CORNEAL,CapItulo 03 SISTEMA VISUAL,1
115401,RECUBRIMIENTO DE CÓRNEA CON COLGAJO CONJUNTIVAL,CapItulo 03 SISTEMA VISUAL,1
115402,RECUBRIMIENTO DE CÓRNEA CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
115801,RETIRO DE SUTURA EN CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
116001,QUERATOPLASTIA ENDOTELIAL MANUAL,CapItulo 03 SISTEMA VISUAL,1
116002,QUERATOPLASTIA ENDOTELIAL ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
116101,QUERATOPLASTIA LAMELAR ANTERIOR MANUAL,CapItulo 03 SISTEMA VISUAL,1
116102,QUERATOPLASTIA LAMELAR ANTERIOR ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
116103,QUERATOPLASTIA LAMELAR PROFUNDA MANUAL,CapItulo 03 SISTEMA VISUAL,1
116104,QUERATOPLASTIA LAMELAR PROFUNDA ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
116201,QUERATOPLASTIA PENETRANTE MANUAL,CapItulo 03 SISTEMA VISUAL,1
116202,QUERATOPLASTIA PENETRANTE ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
116401,ESCLEROQUERATOPLASTIA,CapItulo 03 SISTEMA VISUAL,1
117301,IMPLANTE DE PRÓTESIS CORNEANA [QUERATOPRÓTESIS] TEMPORAL,CapItulo 03 SISTEMA VISUAL,1
117302,IMPLANTE DE PRÓTESIS CORNEANA [QUERATOPRÓTESIS] PERMANENTE,CapItulo 03 SISTEMA VISUAL,1
117401,QUERATOTOMÍA INCISIONAL MANUAL,CapItulo 03 SISTEMA VISUAL,1
117402,QUERATOTOMÍA INCISIONAL ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
117501,QUERATECTOMÍA FOTORREFRACTIVA MÁS QUERATOMILEUSIS MANUAL,CapItulo 03 SISTEMA VISUAL,1
117502,QUERATECTOMÍA FOTORREFRACTIVA MÁS QUERATOMILEUSIS ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
117801,TERMOQUERATOPLASTIA,CapItulo 03 SISTEMA VISUAL,1
118101,QUERATOPIGMENTACIÓN [TATUAJE DE CÓRNEA],CapItulo 03 SISTEMA VISUAL,1
118202,EXTRACCIÓN DE DISPOSITIVO EN CÓRNEA,CapItulo 03 SISTEMA VISUAL,1
118203,IMPLANTE DE DISPOSITIVO EN CÓRNEA MANUAL,CapItulo 03 SISTEMA VISUAL,1
118204,IMPLANTE DE DISPOSITIVO EN CÓRNEA ASISTIDO,CapItulo 03 SISTEMA VISUAL,1
118303,ENTRECRUZAMIENTO DE COLÁGENO CORNEAL,CapItulo 03 SISTEMA VISUAL,1
120001,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DE OJO,CapItulo 03 SISTEMA VISUAL,1
120B01,INTERNACIÓN EN UNIDAD DE CUIDADO BÁSICO NEONATAL (CUNA O INCUBADORA),ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
121101,IRIDOTOMÍA MANUAL,CapItulo 03 SISTEMA VISUAL,1
121102,IRIDOTOMÍA ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
121301,REDUCCIÓN DE HERNIA DE IRIS,CapItulo 03 SISTEMA VISUAL,1
121401,IRIDECTOMÍA (BASAL- PERIFÉRICA Y TOTAL),CapItulo 03 SISTEMA VISUAL,1
122101,PARACENTESIS DIAGNÓSTICA DE CÁMARA ANTERIOR DEL OJO,CapItulo 03 SISTEMA VISUAL,1
122201,BIOPSIA DE IRIS,CapItulo 03 SISTEMA VISUAL,1
122301,BIOPSIA DE ESCLERÓTICA,CapItulo 03 SISTEMA VISUAL,1
122401,BIOPSIA DE CUERPO CILIAR,CapItulo 03 SISTEMA VISUAL,1
123001,IRIDOPLASTIA MANUAL,CapItulo 03 SISTEMA VISUAL,1
123002,IRIDOPLASTIA ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
123201,LISIS DE GONIOSINEQUIAS,CapItulo 03 SISTEMA VISUAL,1
123202,LISIS DE SINEQUIAS ANTERIORES,CapItulo 03 SISTEMA VISUAL,1
123203,LISIS DE SINEQUIAS POSTERIORES,CapItulo 03 SISTEMA VISUAL,1
123401,REPARACIÓN O SUTURA DE IRIDODIÁLISIS,CapItulo 03 SISTEMA VISUAL,1
123501,COREOPLASTIA (PUPILOPLASTIA),CapItulo 03 SISTEMA VISUAL,1
123502,CERCLAJE PUPILAR,CapItulo 03 SISTEMA VISUAL,1
124102,ABLACIÓN DE LESIÓN DE IRIS,CapItulo 03 SISTEMA VISUAL,1
124201,RESECCIÓN DE TUMOR DE IRIS,CapItulo 03 SISTEMA VISUAL,1
124202,IRIDOCISTECTOMÍA,CapItulo 03 SISTEMA VISUAL,1
124203,ESCISIÓN DE LESIÓN DE IRIS,CapItulo 03 SISTEMA VISUAL,1
124303,ABLACIÓN DE LESIÓN DE CUERPO CILIAR VÍA INTERNA,CapItulo 03 SISTEMA VISUAL,1
124304,ABLACIÓN DE LESIÓN DE CUERPO CILIAR VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
124401,RESECCIÓN DE LESIÓN O TUMOR EN CUERPO CILIAR,CapItulo 03 SISTEMA VISUAL,1
124402,IRIDOCICLECTOMÍA,CapItulo 03 SISTEMA VISUAL,1
125101,GONIOTOMÍA,CapItulo 03 SISTEMA VISUAL,1
125401,TRABECULOTOMÍA,CapItulo 03 SISTEMA VISUAL,1
125501,CICLODIÁLISIS (DESINSERCIÓN PARCIAL DEL CUERPO CILIAR),CapItulo 03 SISTEMA VISUAL,1
126301,TRABECULECTOMÍA AB-EXTERNO,CapItulo 03 SISTEMA VISUAL,1
126302,ESCLERECTOMÍA PROFUNDA NO PENETRANTE,CapItulo 03 SISTEMA VISUAL,1
126303,VISCOCANALOSTOMÍA,CapItulo 03 SISTEMA VISUAL,1
126304,CANALOPLASTIA,CapItulo 03 SISTEMA VISUAL,1
126403,TRABECULECTOMÍA CONVENCIONAL,CapItulo 03 SISTEMA VISUAL,1
126601,REVISIÓN DE AMPOLLA FILTRANTE,CapItulo 03 SISTEMA VISUAL,1
126602,SUTURA DE COMPRESIÓN DE AMPOLLA FILTRANTE,CapItulo 03 SISTEMA VISUAL,1
126603,SUTUROLISIS SUBCONJUNTIVAL DE COLGAJO ESCLERAL ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
126604,LIBERACIÓN DE OBSTRUCCIÓN DE VENTANA FILTRANTE ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
126702,INSERCIÓN DE DISPOSITIVO ANCLADO A ESCLERA,CapItulo 03 SISTEMA VISUAL,1
126703,INSERCIÓN DE DISPOSITIVO VÍA GONIOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
126704,INSERCIÓN DE DISPOSITIVO VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
126705,REVISIÓN ANTERIOR DE TUBO DE DISPOSITIVO,CapItulo 03 SISTEMA VISUAL,1
126706,REVISIÓN DE DISPOSITIVO CON OBSTRUCCIÓN POSTERIOR,CapItulo 03 SISTEMA VISUAL,1
126707,REVISIÓN DE DISPOSITIVO VÍA GONIOSCÓPICA,CapItulo 03 SISTEMA VISUAL,1
126708,REVISIÓN DE DISPOSITIVO VÍA EXTERNA,CapItulo 03 SISTEMA VISUAL,1
127501,TRABECULOPLASTIA ASISTIDA,CapItulo 03 SISTEMA VISUAL,1
128101,SUTURA DE LA ESCLERA [ESCLERORRAFIA],CapItulo 03 SISTEMA VISUAL,1
128401,RESECCIÓN DE TUMOR DE LA ESCLERÓTICA- VÍA ABIERTA,CapItulo 03 SISTEMA VISUAL,1
128405,ABLACIÓN DE LESIÓN O TUMOR DE LA ESCLERÓTICA,CapItulo 03 SISTEMA VISUAL,1
128801,ESCLEROPLASTIA SIMPLE,CapItulo 03 SISTEMA VISUAL,1
128802,ESCLEROPLASTIA CON INJERTO,CapItulo 03 SISTEMA VISUAL,1
129101,PARACENTESIS TERAPÉUTICA DE CÁMARA ANTERIOR DEL OJO,CapItulo 03 SISTEMA VISUAL,1
129102,LAVADO DE CÁMARA ANTERIOR DEL OJO,CapItulo 03 SISTEMA VISUAL,1
129302,INSERCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA ANTERIOR,CapItulo 03 SISTEMA VISUAL,1
129303,INSERCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA POSTERIOR,CapItulo 03 SISTEMA VISUAL,1
129402,EXTRACCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA ANTERIOR,CapItulo 03 SISTEMA VISUAL,1
129403,EXTRACCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA POSTERIOR,CapItulo 03 SISTEMA VISUAL,1
129A01,INTERNACIÓN ADULTOS COMPLEJIDAD ALTA HABITACION INDIVIDUAL (INCLUYE AISLAMIENTO GENERAL Y PARA TRASPLANTE DE CÉLULAS PROGENITORAS),ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
129A02,INTERNACIÓN ADULTOS COMPLEJIDAD ALTA HABITACION MÚLTIPLE,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
129B01,INTERNACIÓN ADULTOS COMPLEJIDAD BAJA HABITACIÓN INDIVIDUAL (INCLUYE AISLAMIENTO),ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
129B02,INTERNACIÓN ADULTOS COMPLEJIDAD BAJA HABITACION MÚLTIPLE,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
129M01,INTERNACIÓN ADULTOS COMPLEJIDAD MEDIANA HABITACION INDIVIDUAL (INCLUYE AISLAMIENTO GENERAL Y PARA TRASPLANTE DE CÉLULAS PROGENITORAS),ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
129M02,INTERNACIÓN ADULTOS COMPLEJIDAD MEDIANA HABITACION MÚLTIPLE,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
130001,EXTRACCIÓN INTRACAPSULAR DE CRISTALINO,CapItulo 03 SISTEMA VISUAL,1
130002,EXTRACCIÓN EXTRACAPSULAR MANUAL DE CRISTALINO,CapItulo 03 SISTEMA VISUAL,1
130003,EXTRACCIÓN EXTRACAPSULAR ASISTIDA DE CRISTALINO,CapItulo 03 SISTEMA VISUAL,1
130004,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO EN PRESENCIA DE AMPOLLA FILTRANTE PREVIA,CapItulo 03 SISTEMA VISUAL,1
130A01,INTERNACIÓN PEDIÁTRICA COMPLEJIDAD ALTA HABITACION INDIVIDUAL (INCLUYE AISLAMIENTO GENERAL Y PARA TRASPLANTE DE CÉLULAS PROGENITORAS),ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
130A02,INTERNACIÓN PEDIÁTRICA COMPLEJIDAD ALTA HABITACION MÚLTIPLE,ANEXO TECNICO 4 CODIGOS PARA EL REPORTE DE OTRAS PRESTACIONES EN SALUD,1
