codigo_cups,codigo_soat,descripcion_soat,clase,cobertura,uvb,valor_pesos
836307,,REVISION DE REPARACION DEL MANGUITO ROTADOR CON AUMENTACION VIA ARTROSCOPICA,,POS,,
836405,18220,TRATAMIENTO DE CAPSULITIS ADHESIVA DE HOMBRO,GRUPO,POS,9,2376200
836406,,SUTURA DE TENDONES DE CADERA VIA ABIERTA,,POS,,
836407,,SUTURA DE TENDONES DE CADERA VIA ENDOSCOPICA,,POS,,
837101,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
837201,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
837301,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
837401,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
837501,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837502,13834,TRANSPOSICION DE TENDON,GRUPO,POS,8,2080800
837503,13147,ESCAPULOPEXIA,GRUPO,POS,10,3170500
837503,13834,TRANSPOSICION DE TENDON,GRUPO,POS,8,2080800
837601,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837601,13834,TRANSPOSICION DE TENDON,GRUPO,POS,8,2080800
837602,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837603,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837604,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837605,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837606,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837607,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837608,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837609,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
837701,,TRASPLANTE DE MUSCULO,,NO POS,,
837702,,TRANSPOSICION DE MUSCULO,,POS,,
837901,13833,TRANSPOSICION DE MUSCULO,GRUPO,POS,8,2080800
838101,,INJERTO DE TENDON,,POS,,
838201,,INJERTO DE MUSCULO O FASCIA,,POS,,
838401,,LIBERACION DE MUSCULO TENDON Y FASCIA DE PIE TALO,,POS,,
838501,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
838502,13836,ALARGAMIENTO DEL TENDON DE AQUILES,GRUPO,POS,9,2376200
838505,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
838601,13835,CUADRICEPSPLASTIA,GRUPO,POS,11,3405500
838602,18232,LIBERACION DE ADHERENCIAS MAS CUADRICEPLASTIA,GRUPO,POS,10,3170500
838710,,MUSCULOPLASTIA O MIOPLASTIA,,POS,,
838810,,MIOTENOPLASTIA,,POS,,
838820,,FIJACION DE TENDON,,NO POS,,
838830,13837,TENODESIS,GRUPO,POS,8,2080800
838910,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
838940,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
838960,13830,SUTURA DE FASCIA Y/O MUSCULO Y/O TENDON,GRUPO,POS,5,1063500
839101,13838,LIBERACION DE ADHERENCIAS DE TENDON (TENOLISIS),GRUPO,POS,5,1063500
839201,,INSERCION O REEMPLAZO DE ESTIMULADOR MUSCULO ESQUELETICO,,NO POS,,
839301,,ELIMINACION DE ESTIMULADOR MUSCULO ESQUELETICO,,NO POS,,
839401,37201,ARTROCENTESIS,PUNTOS,POS,6.62,76500
839501,21510,DRENAJE PERCUTANEO DE ABSCESOS O COLECCIONES,PUNTOS,POS,38.21,441400
839501,37203,INFILTRACION INTRA ARTICULAR - BOLSA SINOVIAL - LIGAMENTOSA - NEUROMA O DE PUNTO MUSCULAR DOLOROSO,PUNTOS,POS,2.45,28300
839601,37203,INFILTRACION INTRA ARTICULAR - BOLSA SINOVIAL - LIGAMENTOSA - NEUROMA O DE PUNTO MUSCULAR DOLOROSO,PUNTOS,POS,2.45,28300
839701,37203,INFILTRACION INTRA ARTICULAR - BOLSA SINOVIAL - LIGAMENTOSA - NEUROMA O DE PUNTO MUSCULAR DOLOROSO,PUNTOS,POS,2.45,28300
839901,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
839902,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
839903,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
839906,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
839907,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
839908,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
839909,13810,EXTRACCION DE CUERPO EXTRAÑO EN BOLSA SINOVIAL Y/O MUSCULO Y/O TENDON,GRUPO,POS,6,1465600
840001,13181,AMPUTACION DEL BRAZO,GRUPO,POS,8,2080800
840001,13180,AMPUTACION INTERTORACOESCAPULAR,GRUPO,POS,12,3641200
840002,13181,AMPUTACION DEL BRAZO,GRUPO,POS,8,2080800
840002,13180,AMPUTACION INTERTORACOESCAPULAR,GRUPO,POS,12,3641200
840003,13181,AMPUTACION DEL BRAZO,GRUPO,POS,8,2080800
840003,13180,AMPUTACION INTERTORACOESCAPULAR,GRUPO,POS,12,3641200
840101,14181,AMPUTACION Y/O DESARTICULACION DEDOS MANO (TRES O MAS),GRUPO,POS,6,1465600
840101,14180,AMPUTACION Y/O DESARTICULACION DEDOS MANO (UNO A DOS),GRUPO,POS,5,1063500
840201,14180,AMPUTACION Y/O DESARTICULACION DEDOS MANO (UNO A DOS),GRUPO,POS,5,1063500
840301,14182,AMPUTACION DE LA MANO,GRUPO,POS,8,2080800
840401,13282,DESARTICULACION DE LA MUÑECA,GRUPO,POS,8,2080800
840501,13280,AMPUTACION DEL ANTEBRAZO,GRUPO,POS,8,2080800
840601,13281,DESARTICULACION DEL CODO,GRUPO,POS,8,2080800
840701,13181,AMPUTACION DEL BRAZO,GRUPO,POS,8,2080800
840801,13182,DESARTICULACION DEL HOMBRO,GRUPO,POS,12,3641200
840901,13180,AMPUTACION INTERTORACOESCAPULAR,GRUPO,POS,12,3641200
841001,13590,AMPUTACION DE LA PIERNA,GRUPO,POS,8,2080800
841002,13590,AMPUTACION DE LA PIERNA,GRUPO,POS,8,2080800
841002,13591,AMPUTACION DEL PIE,GRUPO,POS,7,1893200
841003,13590,AMPUTACION DE LA PIERNA,GRUPO,POS,8,2080800
841003,13591,AMPUTACION DEL PIE,GRUPO,POS,7,1893200
841101,13596,DESARTICULACION DEDOS PIE (TRES O MAS),GRUPO,POS,5,1063500
841101,13595,DESARTICULACION DEDOS PIE (UNO A DOS),GRUPO,POS,4,840000
841201,13594,DESARTICULACION PIE; INCLUYE MEDIOTARSIANA (CHOPART) - TARSOMETATARSIANA (LISFRANC) - SUPRAMALEOLAR (SYME),GRUPO,POS,8,2080800
841202,13594,DESARTICULACION PIE; INCLUYE MEDIOTARSIANA (CHOPART) - TARSOMETATARSIANA (LISFRANC) - SUPRAMALEOLAR (SYME),GRUPO,POS,8,2080800
841203,13594,DESARTICULACION PIE; INCLUYE MEDIOTARSIANA (CHOPART) - TARSOMETATARSIANA (LISFRANC) - SUPRAMALEOLAR (SYME),GRUPO,POS,8,2080800
841301,13594,DESARTICULACION PIE; INCLUYE MEDIOTARSIANA (CHOPART) - TARSOMETATARSIANA (LISFRANC) - SUPRAMALEOLAR (SYME),GRUPO,POS,8,2080800
841401,13594,DESARTICULACION PIE; INCLUYE MEDIOTARSIANA (CHOPART) - TARSOMETATARSIANA (LISFRANC) - SUPRAMALEOLAR (SYME),GRUPO,POS,8,2080800
841501,13590,AMPUTACION DE LA PIERNA,GRUPO,POS,8,2080800
841601,13481,DESARTICULACION DE LA RODILLA,GRUPO,POS,8,2080800
841701,13480,AMPUTACION DEL MUSLO,GRUPO,POS,9,2376200
841801,13381,DESARTICULACION DE LA CADERA,GRUPO,POS,12,3641200
842101,14601,REIMPLANTE DE UN DEDO,GRUPO,POS,22,4980800
842202,14601,REIMPLANTE DE UN DEDO,GRUPO,POS,22,4980800
842203,14602,REIMPLANTE DE DOS O MAS DEDOS,GRUPO,POS,23,7112200
842204,14602,REIMPLANTE DE DOS O MAS DEDOS,GRUPO,POS,23,7112200
842205,14602,REIMPLANTE DE DOS O MAS DEDOS,GRUPO,POS,23,7112200
842301,13290,REIMPLANTE DE MIEMBRO SUPERIOR A NIVEL DEL ANTEBRAZO,GRUPO,POS,22,4980800
842302,14600,REIMPLANTE DE LA MANO,GRUPO,POS,22,4980800
842303,14600,REIMPLANTE DE LA MANO,GRUPO,POS,22,4980800
842401,13190,REIMPLANTE DE MIEMBRO SUPERIOR A NIVEL DEL BRAZO,GRUPO,POS,22,4980800
842501,13558,REIMPLANTE DE PIE,GRUPO,POS,20,3572100
842601,13558,REIMPLANTE DE PIE,GRUPO,POS,20,3572100
842701,13557,REIMPLANTE DE LA PIERNA,GRUPO,POS,20,3572100
842801,13557,REIMPLANTE DE LA PIERNA,GRUPO,POS,20,3572100
843101,13142,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION HOMBRO O BRAZO,GRUPO,POS,6,1465600
843201,13242,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION ANTEBRAZO,GRUPO,POS,6,1465600
843301,13142,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION HOMBRO O BRAZO,GRUPO,POS,6,1465600
843401,14185,REVISION Y/O RECONSTRUCCION MUÑON DE AMPUTACION MANO,GRUPO,POS,6,1465600
843501,14184,REVISION Y/O RECONSTRUCCION MUÑON DE AMPUTACION DEDOS MANO (TRES O MAS),GRUPO,POS,6,1465600
843501,14183,REVISION Y/O RECONSTRUCCION MUÑON DE AMPUTACION DEDOS MANO (UNO A DOS),GRUPO,POS,5,1063500
843601,13441,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION MUSLO,GRUPO,POS,8,2080800
843701,13543,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION PIERNA,GRUPO,POS,8,2080800
843801,13545,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION ARTEJOS PIE (UNO A DOS),GRUPO,POS,3,625000
843801,13544,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION PIE O DE TRES O MAS ARTEJOS,GRUPO,POS,5,1063500
843901,13341,REVISION Y/O RECONSTRUCCION DE MUÑON DE AMPUTACION PELVIS,GRUPO,POS,8,2080800
844101,13730,REEMPLAZO PROTESICO DE HOMBRO,GRUPO,POS,21,4300600
844201,14320,ARTROPLASTIA PUÑO,GRUPO,NO POS,12,3641200
844201,13731,REEMPLAZO PROTESICO DE CODO,GRUPO,NO POS,21,4300600
844301,13734,IMPLANTE TOTAL DE RODILLA POR PROTESIS,GRUPO,POS,21,4300600
844401,13734,IMPLANTE TOTAL DE RODILLA POR PROTESIS,GRUPO,POS,21,4300600
844401,13730,REEMPLAZO PROTESICO DE HOMBRO,GRUPO,POS,21,4300600
844501,13735,REEMPLAZO PROTESICO CUELLO DE PIE,GRUPO,POS,21,4300600
849001,13552,CORRECCION PIE CAVO,GRUPO,POS,12,3641200
849001,13553,CORRECCION PIE CAVO EQUINO,GRUPO,POS,12,3641200
849001,13554,CORRECCION PIE CONVEXO,GRUPO,POS,12,3641200
849001,13555,CORRECCION PIE TALLUS VALGUS,GRUPO,POS,12,3641200
849001,13556,CORRECCION PIE VARUS EQUINO,GRUPO,POS,12,3641200
849002,13552,CORRECCION PIE CAVO,GRUPO,POS,12,3641200
849002,13553,CORRECCION PIE CAVO EQUINO,GRUPO,POS,12,3641200
849002,13554,CORRECCION PIE CONVEXO,GRUPO,POS,12,3641200
849002,13555,CORRECCION PIE TALLUS VALGUS,GRUPO,POS,12,3641200
849002,13556,CORRECCION PIE VARUS EQUINO,GRUPO,POS,12,3641200
849003,13552,CORRECCION PIE CAVO,GRUPO,POS,12,3641200
849003,13552,CORRECCION PIE CAVO,GRUPO,POS,12,3641200
849003,13554,CORRECCION PIE CONVEXO,GRUPO,POS,12,3641200
849003,13555,CORRECCION PIE TALLUS VALGUS,GRUPO,POS,12,3641200
849003,13556,CORRECCION PIE VARUS EQUINO,GRUPO,POS,12,3641200
849101,13592,AMPUTACION DE DEDOS PIE (UNO A DOS),GRUPO,POS,4,840000
849101,13590,AMPUTACION DE LA PIERNA,GRUPO,POS,8,2080800
849101,13280,AMPUTACION DEL ANTEBRAZO,GRUPO,POS,8,2080800
849101,13181,AMPUTACION DEL BRAZO,GRUPO,POS,8,2080800
849101,13480,AMPUTACION DEL MUSLO,GRUPO,POS,9,2376200
849101,13591,AMPUTACION DEL PIE,GRUPO,POS,7,1893200
849101,13180,AMPUTACION INTERTORACOESCAPULAR,GRUPO,POS,12,3641200
849101,13282,DESARTICULACION DE LA MUÑECA,GRUPO,POS,8,2080800
849101,13481,DESARTICULACION DE LA RODILLA,GRUPO,POS,8,2080800
849201,,SEPARACION DE GEMELOS UNIDOS IGUALES,,NO POS,,
849301,,SEPARACION DE GEMELOS UNIDOS DESIGUALES,,NO POS,,
849401,14521,SINOSTOSIS RADIOCUBITAL,GRUPO,POS,10,3170500
849501,13836,ALARGAMIENTO DEL TENDON DE AQUILES,GRUPO,POS,9,2376200
849501,13550,ALARGAMIENTO MIEMBROS INFERIORES,GRUPO,POS,12,3641200
849501,13470,OSTEOSINTESIS EN FEMUR (DIAFISIS),GRUPO,POS,12,3641200
849501,13420,OSTEOTOMIA SIMPLE DE FEMUR,GRUPO,POS,10,3170500
849501,13800,TENOTOMIA,GRUPO,POS,3,625000
849502,,INFUSION AISLADA DE EXTREMIDAD,,POS,,
849503,,PERFUSION AISLADA DE EXTREMIDAD,,POS,,
849504,,RECONSTRUCCION MULTIPLE DE FEMUR POR MALFORMACION CONGENITA CON FIJACION INTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849505,,RECONSTRUCCION MULTIPLE DE FEMUR POR MALFORMACION CONGENITA CON FIJACION EXTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849506,,RECONSTRUCCION MULTIPLE DE TIBIA POR MALFORMACION CONGENITA CON FIJACION INTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849507,,RECONSTRUCCION MULTIPLE DE TIBIA POR MALFORMACION CONGENITA CON FIJACION EXTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849508,,RECONSTRUCCION MULTIPLE DE PIE POR MALFORMACION CONGENITA CON FIJACION INTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849509,,RECONSTRUCCION MULTIPLE DE PIE POR MALFORMACION CONGENITA CON FIJACION EXTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849510,,RECONSTRUCCION MULTIPLE DE ARTICULACION POR MALFORMACION CONGENITA SIN FIJACION INTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849511,,RECONSTRUCCION MULTIPLE DE ARTICULACION POR MALFORMACION CONGENITA CON FIJACION EXTERNA (INTERVENCION DE PARTES BLANDAS - OSEAS O ARTICULARES),,POS,,
849512,,CIRUGIA RECONSTRUCTIVA MULTIPLE DE PIE: OSTEOTOMIAS EN RETROPIE O MEDIOPIE O ANTEPIE CON FIJACION INTERNA INTERVENCION DE TENDONES O ARTICULACIONES O LIGAMENTOS,,POS,,
849513,,CIRUGIA RECONSTRUCTIVA MULTIPLE DE PIE: OSTEOTOMIAS EN RETROPIE O MEDIOPIE O ANTEPIE CON FIJACION EXTERNA INTERVENCION DE TENDONES O ARTICULACIONES O LIGAMENTOS,,POS,,
849601,,LITOTRICIA ORTOPEDICA DE ALTA ENERGIA,,POS,,
849701,,CIRUGIA RECONSTRUCTIVA MULTIPLE: OSTEOTOMIAS O FIJACION INTERNA (DISPOSITIVOS DE FIJACION U OSTEOSINTESIS) EN HUMERO - CUBITO O RADIO; TRANSFERENCIAS MUSCULOTENDINOSAS; TENOTOMIAS O ALARGAMIENTOS TENDINOSOS EN BRAZO - ANTEBRAZO - MUÑECA O MANO,,POS,,
850101,10101,MASTOTOMIA; INCLUYE DRENAJE DE LA MAMA,GRUPO,POS,3,625000
850201,10102,EXTRACCION CUERPO EXTRAÑO MAMA; INCLUYE GRANULOMA,GRUPO,POS,4,840000
851101,17910,GLANDULA MAMARIA,GRUPO,POS,4,840000
851102,17910,GLANDULA MAMARIA,GRUPO,POS,4,840000
851103,17910,GLANDULA MAMARIA,GRUPO,POS,4,840000
851103,21210,XEROMAMOGRAFIA O MAMOGRAFIA - (BILATERAL),PUNTOS,POS,26.52,306300
851104,17910,GLANDULA MAMARIA,GRUPO,POS,4,840000
851201,17910,GLANDULA MAMARIA,GRUPO,POS,4,840000
851301,21517,LOCALIZACION DE LESION NO PALPABLE EN SENO,PUNTOS,POS,14.01,161800
851302,21518,BIOPSIA POR ESTEREOTAXIA,PUNTOS,POS,39.49,456200
851303,,LOCALIZACION DE LESION NO PALPABLE DE MAMA RADIOGUIADA,,POS,,
852002,10114,ESTIRPACION FIBROADENOMA,GRUPO,POS,5,1063500
852002,10117,RESECCION QUISTE,GRUPO,POS,5,1063500
852003,10116,CUADRANTECTOMIA CON O SIN VACIAMIENTO,GRUPO,POS,9,2376200
852003,10117,RESECCION QUISTE,GRUPO,POS,5,1063500
852101,10114,ESTIRPACION FIBROADENOMA,GRUPO,POS,5,1063500
852101,10117,RESECCION QUISTE,GRUPO,POS,5,1063500
852201,10116,CUADRANTECTOMIA CON O SIN VACIAMIENTO,GRUPO,POS,9,2376200
852202,10116,CUADRANTECTOMIA CON O SIN VACIAMIENTO,GRUPO,POS,9,2376200
852301,,MASTECTOMIA SUBTOTAL,,POS,,
852401,10120,ESCISION TEJIDO ABERRANTE MAMA (GLANDULA SUPERNUMERARIA),GRUPO,POS,5,1063500
852601,10120,ESCISION TEJIDO ABERRANTE MAMA (GLANDULA SUPERNUMERARIA),GRUPO,POS,5,1063500
852602,10120,ESCISION TEJIDO ABERRANTE MAMA (GLANDULA SUPERNUMERARIA),GRUPO,POS,5,1063500
853001,,PEXIA MAMARIA [MAMOPEXIA] UNILATERAL,,POS,,
853002,,PEXIA MAMARIA [MAMOPEXIA] BILATERAL,,NO POS,,
853103,15257,MAMOPLASTIA DE REDUCCION,GRUPO,POS,20,3572100
853104,15257,MAMOPLASTIA DE REDUCCION,GRUPO,POS,20,3572100
853201,,MAMOPLASTIA DE AUMENTO UNILATERAL CON DISPOSITIVO,,POS,,
853202,,MAMOPLASTIA DE AUMENTO BILATERAL CON DISPOSITIVO,,NO POS,,
853203,,MAMOPLASTIA ESTETICA DE AUMENTO UNILATERAL CON TEJIDO AUTOLOGO,,NO POS,,
853204,,MAMOPLASTIA ESTETICA DE AUMENTO BILATERAL CON TEJIDO AUTOLOGO,,NO POS,,
853401,15256,CIRUGIA REPARADORA DE SENO; INCLUYE RECONSTRUCCION DE: AREOLA - PEZON - PEZON INVERTIDO,GRUPO,POS,12,3641200
853402,15256,CIRUGIA REPARADORA DE SENO; INCLUYE RECONSTRUCCION DE: AREOLA - PEZON - PEZON INVERTIDO,GRUPO,POS,12,3641200
854001,10111,MASTECTOMIA RADICAL MODIFICADA O SIMPLE AMPLIADA CON IMPLANTE,GRUPO,POS,12,3641200
854002,,EXTIRPACION DE TEJIDO MAMARIO [MASTECTOMIA] SUBCUTANEA,,POS,,
854101,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854102,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854103,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854201,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854202,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854203,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854301,10112,MASTECTOMIA RADICAL MODIFICADA O SIMPLE AMPLIADA SIN IMPLANTE,GRUPO,POS,11,3405500
854401,10112,MASTECTOMIA RADICAL MODIFICADA O SIMPLE AMPLIADA SIN IMPLANTE,GRUPO,POS,11,3405500
854501,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854501,5213,VACIAMIENTO LINFATICO AXILAR,GRUPO,POS,13,3886400
854502,10112,MASTECTOMIA RADICAL MODIFICADA O SIMPLE AMPLIADA SIN IMPLANTE,GRUPO,POS,11,3405500
854601,10112,MASTECTOMIA RADICAL MODIFICADA O SIMPLE AMPLIADA SIN IMPLANTE,GRUPO,POS,11,3405500
854701,10113,MASTECTOMIA RADICAL,GRUPO,POS,12,3641200
854701,5213,VACIAMIENTO LINFATICO AXILAR,GRUPO,POS,13,3886400
854701,5212,VACIAMIENTO LINFATICO CUELLO,GRUPO,POS,13,3886400
854801,10112,MASTECTOMIA RADICAL MODIFICADA O SIMPLE AMPLIADA SIN IMPLANTE,GRUPO,POS,11,3405500
857101,15256,CIRUGIA REPARADORA DE SENO; INCLUYE RECONSTRUCCION DE: AREOLA - PEZON - PEZON INVERTIDO,GRUPO,POS,12,3641200
857102,15256,CIRUGIA REPARADORA DE SENO; INCLUYE RECONSTRUCCION DE: AREOLA - PEZON - PEZON INVERTIDO,GRUPO,POS,12,3641200
857201,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
857202,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
857203,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
857204,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
858101,15110,SUTURA HERIDA - EXCEPTO CARA,GRUPO,POS,5,1063500
858201,15237,INJERTO DE PIEL RETRACCION DEL SENO,GRUPO,POS,7,1893200
858301,15237,INJERTO DE PIEL RETRACCION DEL SENO,GRUPO,POS,7,1893200
858401,15140,COLGAJO DE PIEL REGIONAL,GRUPO,POS,7,1893200
858401,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
858402,15140,COLGAJO DE PIEL REGIONAL,GRUPO,POS,7,1893200
858402,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
858403,15140,COLGAJO DE PIEL REGIONAL,GRUPO,POS,7,1893200
858403,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
858405,15242,COLGAJO LIBRE (CON MICROCIRUGIA),GRUPO,POS,20,3572100
858405,15258,RECONSTRUCCION SENO CON COLGAJO,GRUPO,POS,21,4300600
858701,15256,CIRUGIA REPARADORA DE SENO; INCLUYE RECONSTRUCCION DE: AREOLA - PEZON - PEZON INVERTIDO,GRUPO,POS,12,3641200
858702,15256,CIRUGIA REPARADORA DE SENO; INCLUYE RECONSTRUCCION DE: AREOLA - PEZON - PEZON INVERTIDO,GRUPO,POS,12,3641200
859001,,INCISION DE CAPSULA DE DISPOSITIVO EN MAMA (CAPSULOTOMIA EN MAMA),,POS,,
859002,10102,EXTRACCION CUERPO EXTRAÑO MAMA; INCLUYE GRANULOMA,GRUPO,POS,4,840000
859401,10102,EXTRACCION CUERPO EXTRAÑO MAMA; INCLUYE GRANULOMA,GRUPO,POS,4,840000
859402,10102,EXTRACCION CUERPO EXTRAÑO MAMA; INCLUYE GRANULOMA,GRUPO,POS,4,840000
860101,17900,PIEL Y TEJIDO CELULAR SUBCUTANEO - EN OTROS SITIOS NO CLASIFICADOS,GRUPO,POS,2,528700
860102,17900,PIEL Y TEJIDO CELULAR SUBCUTANEO - EN OTROS SITIOS NO CLASIFICADOS,GRUPO,POS,2,528700
860103,17900,PIEL Y TEJIDO CELULAR SUBCUTANEO - EN OTROS SITIOS NO CLASIFICADOS,GRUPO,POS,2,528700
860201,34101,TEST DE ALERGIAS - ESTUDIO COMPLETO DE PRUEBA POR ESCARIFICACION - INTRADERMICA - PUNTURA O PARCHE - DE EROALERGENOS O ALIMENTOS,PUNTOS,POS,48.78,563500
860202,34101,TEST DE ALERGIAS - ESTUDIO COMPLETO DE PRUEBA POR ESCARIFICACION - INTRADERMICA - PUNTURA O PARCHE - DE EROALERGENOS O ALIMENTOS,PUNTOS,POS,48.78,563500
860203,34101,TEST DE ALERGIAS - ESTUDIO COMPLETO DE PRUEBA POR ESCARIFICACION - INTRADERMICA - PUNTURA O PARCHE - DE EROALERGENOS O ALIMENTOS,PUNTOS,POS,48.78,563500
860204,19612,INTRADERMORREACCION PARA COMPROBAR INMUNIDAD CONTRA BACTERIAS - HONGOS - PARASITOS O VIRUS,PUNTOS,POS,4.43,51200
860205,19612,INTRADERMORREACCION PARA COMPROBAR INMUNIDAD CONTRA BACTERIAS - HONGOS - PARASITOS O VIRUS,PUNTOS,POS,4.43,51200
860206,19612,INTRADERMORREACCION PARA COMPROBAR INMUNIDAD CONTRA BACTERIAS - HONGOS - PARASITOS O VIRUS,PUNTOS,POS,4.43,51200
860207,19843,REACCION DE MONTENEGRO,PUNTOS,POS,4.86,56100
860208,19612,INTRADERMORREACCION PARA COMPROBAR INMUNIDAD CONTRA BACTERIAS - HONGOS - PARASITOS O VIRUS,PUNTOS,POS,4.43,51200
860209,19941,TRIPANOSOMA CRUZI - PRUEBA DE MACHADO GUERREIRO,PUNTOS,POS,4.77,55100
860210,,ESTUDIO FOTOBIOLOGICO (FOTOPARCHE),,POS,,
861001,,RESECCION QUIRURGICA DE MATERIALES EXOGENOS POR ALOGENOSIS EN BLOQUE,,POS,,
861002,,RESECCION QUIRURGICA DE MATERIALES EXOGENOS POR ALOGENOSIS CIRCUNFERENCIAL,,POS,,
861101,37404,DRENAJE PIEL Y/O TEJIDOS CELULAR SUBCUTANEO - INCLUYE: ABSCESO SUPERFICIAL - HEMATOMA - PANADIZO,PUNTOS,POS,8.21,94800
861102,15101,DRENAJE PROFUNDO PARTES BLANDAS; INCLUYE ABSCESO PROFUNDO - FLEGMON,GRUPO,POS,4,840000
861103,37404,DRENAJE PIEL Y/O TEJIDOS CELULAR SUBCUTANEO - INCLUYE: ABSCESO SUPERFICIAL - HEMATOMA - PANADIZO,PUNTOS,POS,8.21,94800
861104,15101,DRENAJE PROFUNDO PARTES BLANDAS; INCLUYE ABSCESO PROFUNDO - FLEGMON,GRUPO,POS,4,840000
861201,15109,EXTRACCION CUERPO EXTRAÑO EN PIEL O TEJIDO CELULAR SUBCUTANEO,GRUPO,POS,3,625000
861202,15109,EXTRACCION CUERPO EXTRAÑO EN PIEL O TEJIDO CELULAR SUBCUTANEO,GRUPO,POS,3,625000
861203,15109,EXTRACCION CUERPO EXTRAÑO EN PIEL O TEJIDO CELULAR SUBCUTANEO,GRUPO,POS,3,625000
861401,37402,TRATAMIENTO MEDICO QUELOIDE: INCLUYE: INFILTRACIONES Y OTROS,PUNTOS,POS,19.77,228400
861402,37402,TRATAMIENTO MEDICO QUELOIDE: INCLUYE: INFILTRACIONES Y OTROS,PUNTOS,POS,19.77,228400
