codigo_cups,codigo_soat,descripcion_soat,clase,cobertura,uvb,valor_pesos
034310,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034311,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034312,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034313,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034314,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034315,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034316,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034317,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034318,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034319,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034320,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034321,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034322,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034323,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034324,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034325,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034326,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034327,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034328,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034329,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034330,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034331,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034403,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034404,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034405,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034406,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034407,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034408,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034409,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034410,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034411,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034412,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034413,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034414,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034415,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034416,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034417,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034418,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034419,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034420,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034421,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034422,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034423,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034424,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
034425,1301,LAMINECTOMIA PARA EXPLORACION DEL CANAL RAQUIDEO - UNO O MAS SEGMENTOS EXTRADURAL - SUBDURAL O INTRAMEDULAR (CERVICAL - DORSAL - LUMBAR O SACRA),GRUPO,POS,20,3572100
035102,1321,LAMINECTOMIA PARA MIELOTOMIA - TIPO BISCHOF - DORSAL O LUMBAR,GRUPO,POS,22,4980800
035102,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035102,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035102,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035103,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035103,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035103,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035104,13740,ARTRODESIS SIMPLE DE COLUMNA,GRUPO,POS,12,3641200
035104,13640,INJERTO OSEO EN COLUMNA VERTEBRAL,GRUPO,POS,11,3405500
035104,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035104,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035104,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035105,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035105,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035105,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035106,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035106,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035106,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035107,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035107,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035107,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035108,,CIERRE O LIGADURA DE COMUNICACION PERSISTENTE ENTRE PIEL Y MEDULA ESPINAL (SENO DERMICO),,POS,,
035109,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035109,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035109,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035110,1332,RESECCION DE MENINGOCELE RAQUIDEO,GRUPO,POS,21,4300600
035110,1334,RESECCION DE MENINGOMIELORADICULOCELE,GRUPO,POS,22,4980800
035110,1335,TRATAMIENTO DE DIASTEMATOMIELIA,GRUPO,POS,22,4980800
035201,1147,TRATAMIENTO DE PLATIBASIA (SINDROME DE ARNOLD CHIARI),GRUPO,POS,22,4980800
035202,1147,TRATAMIENTO DE PLATIBASIA (SINDROME DE ARNOLD CHIARI),GRUPO,POS,22,4980800
035401,1352,INJERTO DURAL,GRUPO,POS,20,3572100
035401,1385,LAMINECTOMIA Y SECCION DE LOS LIGAMENTOS DENTADOS - CON O SIN INJERTO DURAL O CERVICAL - MAS DE DOS SEGMENTOS,GRUPO,POS,22,4980800
035401,1384,LAMINECTOMIA Y SECCION DE LOS LIGAMENTOS DENTADOS - CON O SIN INJERTO DURAL O CERVICAL - UNO O DOS SEGMENTOS,GRUPO,POS,21,4300600
035402,1352,INJERTO DURAL,GRUPO,POS,20,3572100
035501,1351,REPARACION FISTULA LIQUIDO CEFALORRAQUIDEO,GRUPO,POS,20,3572100
036101,1387,MICROCIRUGIA DE RAICES - MEDULA Y NERVIOS - POR ARACNOIDITIS,GRUPO,POS,22,4980800
036102,1387,MICROCIRUGIA DE RAICES - MEDULA Y NERVIOS - POR ARACNOIDITIS,GRUPO,POS,22,4980800
036103,1387,MICROCIRUGIA DE RAICES - MEDULA Y NERVIOS - POR ARACNOIDITIS,GRUPO,POS,22,4980800
037101,,DERIVACION SIRINGO PERITONEAL O RETROPERITONEAL,,POS,,
037201,,DERIVACION SIRINGO SUBDURAL ESPINAL VIA ABIERTA,,POS,,
037202,,DERIVACION SIRINGO SUBDURAL ESPINAL VIA PERCUTANEA,,POS,,
037301,,DERIVACION LUMBO PERITONEAL,,POS,,
037302,,DERIVACION LUMBO RETROPERITONEAL,,POS,,
037401,,DERIVACION Y DRENAJE LUMBAR EXTERNA,,POS,,
037501,,DERIVACION SIRINGO PLEURAL ESPINAL,,POS,,
038101,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
038201,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
039001,1389,INSTALACION DE BOMBA DE INFUSION PARA DOLOR,GRUPO,POS,13,3886400
039002,1389,INSTALACION DE BOMBA DE INFUSION PARA DOLOR,GRUPO,POS,13,3886400
039003,1389,INSTALACION DE BOMBA DE INFUSION PARA DOLOR,GRUPO,POS,13,3886400
039004,1389,INSTALACION DE BOMBA DE INFUSION PARA DOLOR,GRUPO,POS,13,3886400
039101,39100,SERVICIOS PROFESIONALES DEL ANESTESIOLOGO - GRUPO 02,PUNTOS,POS,7.86,90800
039102,,INYECCION DE OTRA SUSTANCIA TERAPEUTICA EN EL CANAL ESPINAL,,POS,,
039201,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
039202,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
039203,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
039204,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
039304,1344,LAMINECTOMIA PARA IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION - EXTRADURALES,GRUPO,POS,20,3572100
039304,1345,LAMINECTOMIA PARA IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION - INTRADURALES,GRUPO,POS,20,3572100
039305,1343,IMPLANTACION PERCUTANEA DE ELECTRODOS DE NEUROESTIMULACION - EPIDURAL O INTRADURAL,GRUPO,POS,20,3572100
039306,1343,IMPLANTACION PERCUTANEA DE ELECTRODOS DE NEUROESTIMULACION - EPIDURAL O INTRADURAL,GRUPO,POS,20,3572100
039307,1344,LAMINECTOMIA PARA IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION - EXTRADURALES,GRUPO,POS,20,3572100
039308,1344,LAMINECTOMIA PARA IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION - EXTRADURALES,GRUPO,POS,20,3572100
039308,1345,LAMINECTOMIA PARA IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION - INTRADURALES,GRUPO,POS,20,3572100
039309,1343,IMPLANTACION PERCUTANEA DE ELECTRODOS DE NEUROESTIMULACION - EPIDURAL O INTRADURAL,GRUPO,POS,20,3572100
039310,1343,IMPLANTACION PERCUTANEA DE ELECTRODOS DE NEUROESTIMULACION - EPIDURAL O INTRADURAL,GRUPO,POS,20,3572100
039401,1346,REVISION O REMOCION DE ELECTRODOS DE NEURO ESTIMULACION - ESPINALES,GRUPO,POS,12,3641200
039501,1351,REPARACION FISTULA LIQUIDO CEFALORRAQUIDEO,GRUPO,POS,20,3572100
039601,,PROGRAMACION O REPROGRAMACION DE ESTIMULADOR ELECTRICO NO CARDIACO,,POS,,
039701,1241,REVISION DE DERIVACION,GRUPO,POS,10,3170500
039801,1240,ELIMINACION DE DERIVACION,GRUPO,POS,9,2376200
039901,1346,REVISION O REMOCION DE ELECTRODOS DE NEURO ESTIMULACION - ESPINALES,GRUPO,POS,12,3641200
040001,3310,CIRUGIA DEL CONDUCTO AUDITIVO INTERNO; INCLUYE NEURECTOMIA DEL NERVIO VESTIBULAR - RESECCION NEURINOMA DEL ACUSTICO,GRUPO,POS,22,4980800
040002,3310,CIRUGIA DEL CONDUCTO AUDITIVO INTERNO; INCLUYE NEURECTOMIA DEL NERVIO VESTIBULAR - RESECCION NEURINOMA DEL ACUSTICO,GRUPO,POS,22,4980800
040003,3310,CIRUGIA DEL CONDUCTO AUDITIVO INTERNO; INCLUYE NEURECTOMIA DEL NERVIO VESTIBULAR - RESECCION NEURINOMA DEL ACUSTICO,GRUPO,POS,22,4980800
040004,3310,CIRUGIA DEL CONDUCTO AUDITIVO INTERNO; INCLUYE NEURECTOMIA DEL NERVIO VESTIBULAR - RESECCION NEURINOMA DEL ACUSTICO,GRUPO,POS,22,4980800
040005,3310,CIRUGIA DEL CONDUCTO AUDITIVO INTERNO; INCLUYE NEURECTOMIA DEL NERVIO VESTIBULAR - RESECCION NEURINOMA DEL ACUSTICO,GRUPO,POS,22,4980800
040201,1402,RIZOTOMIA INTRACRANEANA PARA DOLOR,GRUPO,POS,22,4980800
040301,,SECCION DE NERVIO LARINGEO RECURRENTE,,POS,,
040302,,SECCION DE OTRO NERVIO CRANEAL,,NO POS,,
040501,1403,DESCOMPRESION NEUROVASCULAR EN HEMIESPASMO FACIAL - NEURALGIA DEL V PAR - TORTICOLIS ESPASMODICA - VERTIGO O NEURALGIA DEL GLOSOFARINGEO,GRUPO,POS,23,7112200
040501,1501,SIMPATECTOMIA O GANGLIECTOMIA SIMPATICA - INCLUYE CERVICAL TORACICA - LUMBAR,GRUPO,POS,12,3641200
040601,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040602,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040603,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040604,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040605,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040606,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040607,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040608,1151,IMPLANTACION ESTEREOTAXICA DE ELECTRODOS Y MATERIAL RADIO ACTIVO,GRUPO,POS,22,4980800
040609,,COLOCACION DE ELECTRODO TRANSITORIO PARA ESTIMULACION DE NERVIO PERIFERICO,,POS,,
040701,1125,CRANEOTOMIA PARA RESECCION DE TUMORES DE FOSA ANTERIOR,GRUPO,POS,20,3572100
040701,2410,RESECCION TUMOR ORBITA,GRUPO,POS,11,3405500
040702,1125,CRANEOTOMIA PARA RESECCION DE TUMORES DE FOSA ANTERIOR,GRUPO,POS,20,3572100
040702,2410,RESECCION TUMOR ORBITA,GRUPO,POS,11,3405500
040703,,ESCISION [RESECCION] DE NERVIO CRANEAL O PERIFERICO,,POS,,
040704,1406,RIZOTOMIA PARA DOLOR - ABORDAJE POR FOSA MEDIA,GRUPO,POS,20,3572100
040705,16552,NEURECTOMIA MAXILAR SUPERIOR,GRUPO,POS,10,3170500
040705,16553,NEURECTOMIA PERIFERICA; INCLUYE INFRAORBITARIO - LARGO BUCAL - LINGUAL - MENTONERO,GRUPO,POS,5,1063500
040712,13851,RESECCION TUMOR NERVIO ANTEBRAZO,GRUPO,POS,9,2376200
040712,13850,RESECCION TUMOR NERVIO BRAZO,GRUPO,POS,9,2376200
040712,13852,RESECCION TUMOR NERVIO MUSLO O PIERNA,GRUPO,POS,10,3170500
040712,13853,RESECCION TUMOR NERVIO PIE,GRUPO,POS,6,1465600
040712,1620,RESECCION TUMOR PLEJO,GRUPO,POS,20,3572100
040713,,NEURECTOMIA DE OTRO NERVIO PERIFERICO VIA ABIERTA,,POS,,
040714,,NEURECTOMIA DE OTRO NERVIO PERIFERICO VIA ENDOSCOPICA,,POS,,
040715,13850,RESECCION TUMOR NERVIO BRAZO,GRUPO,POS,9,2376200
040716,13850,RESECCION TUMOR NERVIO BRAZO,GRUPO,POS,9,2376200
040717,13851,RESECCION TUMOR NERVIO ANTEBRAZO,GRUPO,POS,9,2376200
040718,13851,RESECCION TUMOR NERVIO ANTEBRAZO,GRUPO,POS,9,2376200
040719,14410,RESECCION TUMOR DE NERVIO MANO O DEDOS,GRUPO,POS,10,3170500
040720,14410,RESECCION TUMOR DE NERVIO MANO O DEDOS,GRUPO,POS,10,3170500
040721,13852,RESECCION TUMOR NERVIO MUSLO O PIERNA,GRUPO,POS,10,3170500
040722,13852,RESECCION TUMOR NERVIO MUSLO O PIERNA,GRUPO,POS,10,3170500
040723,,NEURECTOMIA O RESECCION DE TUMOR BENIGNO EN HUECO POPLITEO VIA ABIERTA,,POS,,
040724,,NEURECTOMIA O RESECCION DE TUMOR MALIGNO EN HUECO POPLITEO VIA ABIERTA,,POS,,
040725,13852,RESECCION TUMOR NERVIO MUSLO O PIERNA,GRUPO,POS,10,3170500
040726,13852,RESECCION TUMOR NERVIO MUSLO O PIERNA,GRUPO,POS,10,3170500
040727,,RESECCION DE TUMOR BENIGNO DE NERVIO EN TOBILLO VIA ABIERTA,,POS,,
040728,,RESECCION DE TUMOR MALIGNO DE NERVIO EN TOBILLO VIA ABIERTA,,POS,,
040729,13853,RESECCION TUMOR NERVIO PIE,GRUPO,POS,6,1465600
040730,1612,RECONSTRUCCION DE PLEJO CON INJERTO DE NERVIO,GRUPO,POS,22,4980800
040731,13853,RESECCION TUMOR NERVIO PIE,GRUPO,POS,6,1465600
040732,,NEURECTOMIA SUPRASELECTIVA INTRAESPINAL,,POS,,
041101,31124,BIOPSIA PERCUTANEA - PUNCION - ASPIRACION: (PROCEDIMIENTO COMPLETO),PUNTOS,POS,34.21,395200
041101,17105,NERVIO PERIFERICO PROFUNDO,GRUPO,POS,7,1893200
041101,17104,NERVIO PERIFERICO SUPERFICIAL,GRUPO,POS,4,840000
041102,17100,TEJIDO INTRACRANEAL,GRUPO,POS,10,3170500
041201,17105,NERVIO PERIFERICO PROFUNDO,GRUPO,POS,7,1893200
041201,17104,NERVIO PERIFERICO SUPERFICIAL,GRUPO,POS,4,840000
042101,1402,RIZOTOMIA INTRACRANEANA PARA DOLOR,GRUPO,POS,22,4980800
042101,1406,RIZOTOMIA PARA DOLOR - ABORDAJE POR FOSA MEDIA,GRUPO,POS,20,3572100
042101,1407,RIZOTOMIA PARA DOLOR - ABORDAJE POR FOSA POSTERIOR,GRUPO,POS,20,3572100
042102,1402,RIZOTOMIA INTRACRANEANA PARA DOLOR,GRUPO,POS,22,4980800
042102,1407,RIZOTOMIA PARA DOLOR - ABORDAJE POR FOSA POSTERIOR,GRUPO,POS,20,3572100
042103,,RIZOTOMIA DE NERVIO CRANEAL,,POS,,
042201,1405,NEUROLISIS PERCUTANEA CON RADIOFRECUENCIA O SUSTANCIAS QUIMICAS,GRUPO,POS,22,4980800
042202,3420,ELECTROCOAGULACION NERVIO VIDIANO Y/O EXTIRPACION POR MICROCIRUGIA,GRUPO,POS,12,3641200
042202,3465,MICROCIRUGIA DE LA FOSA PTERIGOMAXILAR,GRUPO,POS,21,4300600
042204,,NEUROLISIS DE NERVIO FACIAL,,POS,,
042205,,NEUROLISIS DE OTRO NERVIO CRANEAL,,POS,,
042310,13880,NEUROLISIS NERVIO BRAZO,GRUPO,POS,8,2080800
042311,13880,NEUROLISIS NERVIO BRAZO,GRUPO,POS,8,2080800
042312,13881,NEUROLISIS NERVIO ANTEBRAZO,GRUPO,POS,8,2080800
042313,13881,NEUROLISIS NERVIO ANTEBRAZO,GRUPO,POS,8,2080800
042314,14430,NEUROLISIS NERVIO MANO,GRUPO,POS,8,2080800
042315,14432,NEUROLISIS NERVIO DEDOS (TRES O MAS),GRUPO,POS,9,2376200
042315,14431,NEUROLISIS NERVIO DEDOS (UNO A DOS),GRUPO,POS,7,1893200
042316,,NEUROLISIS DE NERVIO EN MUSLO VIA ABIERTA,,POS,,
042317,,NEUROLISIS DE NERVIO EN MUSLO VIA ENDOSCOPICA,,POS,,
042318,,NEUROLISIS DE NERVIO EN HUECO POPLITEO VIA ABIERTA,,POS,,
042319,,NEUROLISIS DE NERVIO EN PIERNA VIA ABIERTA,,POS,,
042320,,NEUROLISIS DE NERVIO EN PIERNA VIA ENDOSCOPICA,,POS,,
