codigo_iss,clase,codigo_cups,descripcion,tipo_valor,uvr,valor_pesos
17402,PB,342600,BIOPSIA ABIERTA DE ORGANO O TEJIDO DE MEDIASTINO SOD (37),UVR,75,
17403,PB,372600,BIOPSIA DE PERICARDIO SOD,UVR,75,
17404,PB,342401,BIOPSIA DE PLEURA CON AGUJA (143),UVR,25,
17405,PB,342300,BIOPSIA DE PARED TORACICA SOD,UVR,35,
17405,PB,342402,BIOPSIA DE PLEURA POR TORACOTOMIA,UVR,55,
17406,PB,332601,BIOPSIA PERCUTANEA DE PULMON CON AGUJA FINA O CORTANTE,UVR,35,
17408,PB,332500,BIOPSIA ABIERTA DE BRONQUIO SOD,UVR,55,
17408,PB,332801,BIOPSIA DE PÙLMON POR TORACOTOMIA,UVR,55,
17411,PB,372700,BIOPSIA DE CORAZON SOD,UVR,90,
M17408,PB,314501,BIOPSIA ABIERTA DE TRAQUEA ORGANOS INTRAABDOMINALES BIOPSIAS EN DIAFRAGMA Y CAVIDAD ABDOMINAL,UVR,60,
17500,PB,342700,BIOPSIA DE DIAFRAGMA SOD,UVR,75,
17501,PB,542301,BIOPSIA ABIERTA DE PERITONEO (MESENTERIO Y OMENTO),UVR,55,
17503,PB,452600,BIOPSIA ABIERTA DE INTESTINO GRUESO SOD (153),UVR,65,
17505,PB,441500,BIOPSIA ABIERTA DEL ESTOMAGO SOD,UVR,60,
17506,PB,451500,BIOPSIA ABIERTA DE INTESTINO DELGADO SOD,UVR,60,
17507,PB,482500,BIOPSIA ABIERTA DE RECTO O SIGMOIDE SOD,UVR,45,
17507,PB,482600,BIOPSIA DE TEJIDO PERIRRECTAL SOD,UVR,45,
213469,PB,542400,"BIOPSIA CERRADA [PERCUTANEA] [CON AGUJA] DE MASA INTRAABDOMINAL SOD BIOPSIAS EN VIAS BILIARES, BAZO Y PANCREAS",UVR,25,
17510,PB,413202,BIOPSIA ABIERTA DE BAZO,UVR,60,
17510,PB,501200,BIOPSIA ABIERTA DE HIGADO SOD,UVR,60,
17510,PB,511300,BIOPSIA ABIERTA DE VESICULA BILIAR O VIAS BILIARES SOD,UVR,60,
213469,PB,511200,BIOPSIA PERCUTANEA [AGUJA] DE VESICULA BILIAR O VIAS BILIARES SOD,UVR,25,
17511,PB,413201,BIOPSIA CERRADA [POR ASPIRACION] (PERCUTANEA) DE BAZO,UVR,25,
17511,PB,501100,BIOPSIA CERRADA PERCUTANEA [AGUJA] DE HIGADO SOD,UVR,25,
17512,PB,521200,BIOPSIA ABIERTA DE PANCREAS SOD,UVR,60,
213469,PB,521100,BIOPSIA POR ASPIRACION [AGUJA] CERRADA DE PANCREAS SOD GLANDULAS SUPRARRENALES Y APARATO GENITOURINARIO BIOPSIAS EN GLANDULA SUPRARRENAL Y RIÑON,UVR,25,
17600,PB,552401,BIOPSIA RIÑÓN POR VIA ABIERTA O LUMBOTOMÍA,UVR,60,
17601,PB,552310,BIOPSIA CON AGUJA [PERCUTANEA] O TROCAR DE RIÑÓN,UVR,60,
213469,PB,071100,BIOPSIA [PERCUTANEA] [AGUJA] DE GLÁNDULA SUPRARRENAL SOD,UVR,60,
17602,PB,071200,BIOPSIA ABIERTA DE GLÁNDULA SUPRARRENAL SOD,UVR,60,
17603,PB,552500,BIOPSIA TEJIDOS PERIRENALES SOD BIOPSIAS EN VIAS URINARIAS,UVR,60,
17610,PB,582301,BIOPSIA DE URETRA VIA ABIERTA,UVR,45,
17611,PB,573400,BIOPSIA VESICAL A CIELO ABIERTO SOD,UVR,60,
17611,PB,573500,BIOPSIA DE TEJIDO PERIVESICAL SOD,UVR,55,
17612,PB,563400,BIOPSIA ABIERTA DE URETER SOD,UVR,60,
M17613,PB,582401,BIOPSIA DE TEJIDO PERIURETRALVIA ABIERTA BIOPSIAS EN ORGANOS GENITALES MASCULINOS,UVR,45,
17620,PB,630100,BIOPSIA DE EPIDÍDIMO SOD,UVR,45,
17621,PB,611101,BIOPSIA DE ESCROTO,UVR,20,
17622,PB,641100,BIOPSIA DE PENE SOD,UVR,25,
17623,PB,601101,BIOPSIA CERRADA [PERCUTÁNEA] [CON AGUJA] DE PRÓSTATA POR ABORDAJE TRANSRECTAL,UVR,35,
17623,PB,601102,BIOPSIA CERRADA [PERCUTÁNEA] [CON AGUJA] DE PRÓSTATA POR ABORDAJE PERINEAL,UVR,35,
17623,PB,601500,BIOPSIA DE TEJIDO PERIPROSTÁTICO SOD,UVR,35,
17623,PB,607100,ASPIRACIÓN PERCUTÁNEA CON AGUJA DE VESICULAS SEMINALES SOD,UVR,35,
17625,PB,611102,BIOPSIA DE TÚNICA VAGINALIS,UVR,55,
17625,PB,621100,BIOPSIA CERRADA [PERCUTÁNEA] [POR AGUJA] DE TESTICULO SOD,UVR,25,
17625,PB,621200,BIOPSIA ABIERTA DE TESTICULO SOD,UVR,55,
17625,PB,630200,BIOPSIA DE CORDÓN ESPERMÁTICO SOD,UVR,55,
17626,PB,630300,BIOPSIA DE CONDUCTO DEFERENTE SOD,UVR,45,
M17624,PB,601200,BIOPSIA DE PRÓSTATA VIA ABIERTA SOD,UVR,50,
213469,PB,601301,BIOPSIA CERRADA [PERCUTÁNEA] [CON AGUJA] DE VESICULAS SEMINALES POR ABORDAJE TRASRECTAL BIOPSIAS EN ORGANOS GENITALES FEMENINOS EXTERNOS,UVR,25,
17630,PB,711120,BIOPSIA DE CLITORIS,UVR,20,
17631,PB,711110,BIOPSIA DE LABIO MAYOR VULVA,UVR,20,
17632,PB,711300,BIOPSIA DE PERINÉ SOD,UVR,20,
17633,PB,702300,BIOPSIA DE FONDO DE SACO SOD,UVR,20,
17633,PB,702400,BIOPSIA DE VAGINA SOD,UVR,20,
17634,PB,711130,BIOPSIA- ESCISIÓN GLÁNDULA DE BARTHOLIN BIOPSIAS EN ORGANOS GENITALES FEMENINOS INTERNOS,UVR,20,
17640,PB,671201,BIOPSIA EN SACABOCADO DE CUELLO UTERINO (EXOCERVIX),UVR,25,
17641,PB,681601,BIOPSIA DE ENDOMETRIO POR PINZA SACABOCADO O DE LEGRADO,UVR,25,
17641,PB,681603,BIOPSIA DE ENDOMETRIO POR ASPIRACION,UVR,25,
17642,PB,681310,BIOPSIA DE MIOMETRIO POR LAPAROTOMÍA,UVR,60,
17643,PB,651201,BIOPSIA EN OVARIO POR LAPAROTOMÍA,UVR,60,
213469,PB,651203,BIOPSIA PERCUTÁNEA [CON AGUJA] EN OVARIO,UVR,25,
17644,PB,661110,BIOPSIA DE TROMPAS DE FALOPIO POR LAPAROTOMÍA,UVR,60,
17644,PB,681400,BIOPSIA ABIERTA DE LIGAMENTOS DE ÚTERO SOD,UVR,60,
17645,PB,671202,BIOPSIA DE CUELLO UTERINO CIRCUNFERENCIAL VASOS SANGUINEOS Y LINFATICOS BIOPSIAS EN VASOS SANGUINEOS Y LINFATICOS,UVR,25,
17700,PB,382101,BIOPSIA DE VASO SANGUINEO SUPERFICIAL,UVR,25,
17701,PB,382102,BIOPSIA DE VASO SANGUINEO PROFUNDO,UVR,55,
17702,PB,401101,BIOPSIA DE GANGLIO LINFATICO SUPERFICIAL,UVR,25,
17703,PB,401102,BIOPSIA DE GANGLIO LINFATICO PROFUNDO,UVR,55,
17703,PB,402100,ESCISIÓN DE GANGLIO LINFATICO CERVICAL PROFUNDO SOD,UVR,55,
17703,PB,402200,ESCISIÓN DE GANGLIO LINFATICO MAMARIO INTERNO SOD APARATO LOCOMOTOR BIOPSIAS EN HUESO,UVR,55,
17802,PB,011101,BIOPSIA OSEA EN CRANEO POR CRANEOTOMIA,UVR,25,
17802,PB,761101,BIOPSIA DE HUESOS MAXILARES,UVR,25,
17802,PB,761102,BIOPSIA DE PALADAR OSEO,UVR,25,
17802,PB,774001,"BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, POR VIA ABIERTA",UVR,25,
17802,PB,774002,"BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, POR VIA PERCUTANEA",UVR,25,
17803,PB,774910,"BIOPSIA DE VERTEBRA, POR VIA ABIERTA",UVR,50,
17803,PB,774911,"BIOPSIA DE VERTEBRA, POR VIA PERCUTÁNEA",UVR,35,
17804,PB,413101,BIOPSIA POR ASPIRACION DE MEDULA OSEA BIOPSIAS EN OTRAS PARTES DEL APARATO LOCOMOTOR,UVR,30,
17810,PB,832100,"BIOPSIA DE TEJIDO BLANDO: MUSCULOS, TENDON, FASCIA Y BURSA (INCLUYENDO MANO) SOD",UVR,50,
17811,PB,803101,BIOPSIA ARTICULAR DE HOMBRO VIA ABIERTA,UVR,40,
17811,PB,803201,BIOPSIA ARTICULAR DE CODO VIA ABIERTA,UVR,40,
17811,PB,803301,BIOPSIA ARTICULAR DE MUÑECA VIA ABIERTA,UVR,40,
17811,PB,803401,BIOPSIA ARTICULAR EN MANO Y DEDO VIA ABIERTA,UVR,40,
17811,PB,803501,BIOPSIA ARTICULAR DE PELVIS VIA ABIERTA,UVR,40,
17811,PB,803601,BIOPSIA ARTICULAR DE RODILLA VIA ABIERTA,UVR,40,
17811,PB,803701,BIOPSIA ARTICULAR DE TOBILLO VIA ABIERTA,UVR,40,
17811,PB,803801,BIOPSIA ARTICULAR EN PIE Y ARTEJOS VIA ABIERTA,UVR,40,
17815,PB,150100,"BIOPSIA DE MÚSCULO O TENDÓN EXTRAOCULAR SOD PIEL, MAMA Y ANO BIOPSIA EN PIEL Y TEJIDO CELULAR SUBCUTANEO",UVR,30,
17900,PB,492200,BIOPSIA DE TEJIDO PERIANAL SOD,UVR,20,
17900,PB,542200,BIOPSIA ABIERTA DE PARED ABDOMINAL U OMBLIGO SOD,UVR,30,
17900,PB,860101,BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE,UVR,20,
17900,PB,860102,"BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)",UVR,20,
17900,PB,860103,BIOPSIA ESCISIONAL DE UÑA (LECHO Y/O MATRIZ) BIOPSIA EN MAMA,UVR,20,
17910,PB,851102,BIOPSIA DE MAMA CON AGUJA TRU -CUT,UVR,30,
17910,PB,851200,BIOPSIA ABIERTA DE MAMA SOD BIOPSIA EN ANO,UVR,30,
17920,PB,492300,"BIOPSIA DE ANO SOD Endoscopia Diagnóstica y Terapéutica, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): efectuada para: Realización de procedimientos, aplicación de agentes terapéuticos, toma de biopsia, irrigación, lavado y/o cepillado. APARATO RESPIRATORIO Y MEDIASTINO ENDOSCOPIAS DIAGNOSTICAS",UVR,25,
18100,PB,221401,NASOSINUSCOPIA,UVR,60,
18100,PB,221402,ANTROSCOPIA,UVR,60,
18101,,314204,ESTROBOSCOPIA LARINGEA,UVR,70,
18101,PB,314300,BIOPSIA CERRADA DE LARINGE [ENDOSCOPICA] SOD,UVR,70,
18103,PB,314203,MICROENDOSCOPIA LARINGEA DIAGNOSTICA,UVR,60,
18104,PB,291100,FARINGOSCOPIA DIAGNOSTICA SOD,UVR,60,
18104,PB,314201,NASOFIBROLARINGOSCOPIA,UVR,60,
18105,PB,332301,BRONCOSCOPIA RIGIDA CON LAVADO BRONQUIAL,UVR,70,
18106,PB,314400,BIOPSIA CERRADA DE TRAQUEA [ENDOSCOPICA] SOD,UVR,80,
18106,PB,332100,BRONCOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,UVR,80,
18106,PB,332201,BRONCOSCOPIA FIBROOPTICA CON LAVADO BRONQUIAL,UVR,80,
18106,PB,332400,BIOPSIA CERRADA [ENDOSCOPICA] BRONQUIAL SOD,UVR,80,
18106,PB,332701,BRONCOSCOPIA FIBRO-OPTICA CON CEPILLADO BRONQUIAL,UVR,80,
18109,PB,320201,RESECCIÓN ENDOSCOPICA DE LESION EN BRONQUIO CON PINZA DE BIOPSIA,UVR,80,
18109,PB,332001,BRONCOSCOPIA FIBRO-OPTICA CON PUNCIÓN [ASPIRACION] TRANSTRAQUEAL O TRANSBRONQUIAL CON AGUJA ENDOSCOPIAS TERAPEUTICAS,UVR,80,
03468,PB,021205,"CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR, POR VIA ENDOSCOPICA TRANSNASAL",UVR,155,
03468,PB,168404,DESCOMPRESIÓN DE ÓRBITA VIA INFERIOR Y MEDIAL (TECNICA DE WALSH-OUGURA) VIA TRANSNASAL ENDOSCOPICA (326),UVR,270,
03468,PB,213102,RESECCIÓN ENDOSCOPICA DE TUMOR BENIGNO DE FOSA NASAL POR VIA TRANSNASAL (326),UVR,155,
03468,PB,213103,"RESECCIÓN ENDOSCOPICA DE TUMOR MALIGNO DE FOSA NASAL, VIA TRANSNASAL (326)",UVR,155,
03468,PB,215102,"RESECCIÓN ENDOSCOPICA DE TUMOR MALIGNO DE CAVUM, VIA TRANSNASAL (326)",UVR,155,
03468,PB,218902,"CORRECCIÓN DE ATRESIA DE COANAS, VIA TRANSNASAL ENDOSCOPICA (326)",UVR,155,
03468,PB,222102,ANTROSTOMIA MAXILAR INTRANASAL VIA MEATO MEDIO ENDOSCOPICA (326),UVR,155,
03468,PB,223903,ANTROTOMIA MAXILAR EXPLORATORIA VIA ENDOSCOPICA (326),UVR,155,
03468,PB,224102,"SINUSOTOMÍA FRONTAL (EXPLORATORIA O TERAPEUTICA), VIA TRANSNASAL ENDOSCOPICA [OPERACIÓN DE LOTHROP] (326)",UVR,155,
03468,PB,226001,"RESECCIÓN DE TUMOR MALIGNO DE SENO PARANASAL, POR VIA ENDOSCOPICA TRANSNASAL (326)",UVR,155,
03468,PB,226201,"RESECCION DE LESION BENIGNA EN SENO MAXILAR (CON EXTENSION NARIZ-COANA), VIA ENDOSCOPICA (326)",UVR,155,
03468,PB,226304,"ETMOIDECTOMÍA ANTERIOR , VIA ENDOSCOPICA TRANSNASAL (326)",UVR,155,
03468,PB,226305,ETMOIDECTOMÍA ANTERIOR Y POSTERIOR VIA ENDOSCOPICA TRANSNASAL (326),UVR,270,
03468,PB,226401,ESFENOIDECTOMÍA ENDOSCOPICA TRANSNASAL (326),UVR,155,
18103,PB,319402,EXTRACCIÓN DE MOLDE (PROTESIS O STENT) LARÍNGEO VIA ENDOSCOPICA,UVR,60,
18120,PB,313201,EXTRACCIÓN ENDOSCOPICA (RIGIDA O DE FIBRA OPTICA) DE CUERPO EXTRAÑO DE TRAQUEA,UVR,100,
18120,PB,313202,EXTRACCIÓN ENDOSCOPICA (RIGIDA O DE FIBRA OPTICA) DE CUERPO EXTRAÑO DE LARINGE,UVR,100,
18120,PB,339400,EXTRACCION ENDOSCOPICA (RIGIDA O DE FIBRA OPTICA). DE CUERPO EXTRAÑO DE BRONQUIO O PULMON SOD,UVR,100,
18123,,320202,RESECCIÓN ENDOSCOPICA DE LESION BRONQUIO CON LASER O CRIOTERAPIA U OTRAS TECNICAS.,UVR,125,
18124,,332205,BRONCOSCOPIA FIBRO-OPTICA CON APLICACIÓN O RETIRO DE FUENTE RADIACTIVA,UVR,80,
M18121,PB,315102,"RESECCIÓN ENDOSCOPICA ( RIGIDA O DE FIBRA OPTICA ) DE LESIÓN EN TRÁQUEA CON LASER, BRAQUITERAPIA CRIOTERAPIA, ELECTROTERAPIA O DIATERMIA.",UVR,120,
M18121,PB,M18121,DECORTICACIÓN DE LAS CUERDAS VOCALES ENDOSCOPIAS TERAPEUTICAS POR LAPAROSCOPIA,UVR,95,
18130,PB,332700,BIOPSIA CERRADA [ENDOSCOPICA] [TORACOSCOPIA] DE PULMON SOD,UVR,80,
18130,PB,341102,EXPLORACION Y DRENAJE DE MEDIASTINO POR MEDIASTINOSCOPIA CERVICAL,UVR,80,
18130,PB,342100,TORACOSCOPIA TRANSPARIETAL DIAGNÓSTICA (SIN BIOPSIA) SOD,UVR,80,
18130,PB,342200,MEDIASTINOSCOPIA DIAGNOSTICA SOD,UVR,80,
18130,PB,342403,BIOPSIA PLEURAL POR TORACOSCOPIA,UVR,80,
18130,PB,343202,RESECCIÓN DE QUISTE O TUMOR BENIGNO DEL MEDIASTINO POR TORACOSCOPIA,UVR,90,
18130,PB,343303,RESECCIÓN DE TUMOR MALIGNO DEL MEDIASTINO POR TORACOSCOPIA,UVR,150,
18130,PB,343402,EXTRACCION DE CUERPO EXTRAÑO DE MEDIASTINO Y/O LIBERACION DE ADHERENCIAS POR TORACOSCOPIA,UVR,150,
18130,,446604,CIRUGIA ANTIRREFLUJO GASTRESOFAGICO MAS RECONSTRUCCION DE ESFINTER POR LAPAROSCOPIA O TORACOSCOPIA ARTICULACIONES ARTROSCOPIAS DIAGNOSTICAS,UVR,150,
18200,PB,802501,ARTROSCOPIA DIAGNOSTICA DE PELVIS,UVR,80,
18200,PB,819810,ENDOSCOPIA DIAGNOSTICA DE COLUMNA VERTEBRAL NCOC,UVR,80,
18201,PB,761301,ARTROSCOPIA DIAGNOSTICA DE ARTICULACION TEMPOROMANDIBULAR,UVR,55,
18201,PB,802201,ARTROSCOPIA DIAGNOSTICA DE CODO,UVR,55,
18201,PB,802301,ARTROSCOPIA DIAGNOSTICA DE MUÑECA,UVR,55,
18201,PB,802701,ARTROSCOPIA DIAGNOSTICA DE TOBILLO,UVR,55,
18202,PB,802101,ARTROSCOPIA DIAGNOSTICA DE HOMBRO,UVR,55,
18202,PB,802401,ARTROSCOPIA DIAGNOSTICA DE FALANGES (UNA O MAS) DE MANO,UVR,55,
18202,PB,802601,ARTROSCOPIA DIAGNOSTICA DE RODILLA,UVR,55,
18202,PB,802801,ARTROSCOPIA DIAGNOSTICA EN PIE O DEDOS DE PIE (UNO O MAS) ARTROSCOPIAS TERAPEUTICAS,UVR,55,
18205,PB,818302,ACROMIOPLASTIA POR ARTROSCOPIA (38) APLICA: para la extracción de calcificación (38),UVR,140,
18207,PB,812302,ARTRODESIS DE HOMBRO POR ARTROSCOPIA,UVR,170,
18208,PB,812903,ARTRODESIS ESCAFOSEMILUNAR POR ARTROSCOPIA,UVR,100,
18209,PB,811102,ARTRODESIS TIBIO-TALAR POR ARTROSCOPIA,UVR,110,
18211,PB,835500,BURSECTOMÍA POR ARTROSCOPIA SOD,UVR,70,
18214,PB,798105,CAPSULORRAFIA POR ARTROSCOPIA,UVR,170,
18214,PB,819310,CAPSULORRAFIA TIPO BANKART PARA LUXACIÓN DE HOMBRO POR ARTROSCOPIA,UVR,170,
18215,PB,818307,REPARACION DE HOMBRO POR ARTROSCOPIA,UVR,110,
18216,PB,818606,"CONDROPLASTIA DEL CODO, VIA ARTROSCOPICA",UVR,125,
18217,PB,814102,CONDROPLASTIA DE ABRASIÓN DE CADERA POR ARTROSCOPIA,UVR,125,
18218,PB,817207,CONDROPLASTIA DE ABRASIÓN DE FALANGES POR ARTROSCOPIA,UVR,70,
18219,PB,814725,CONDROPLASTIA DE ABRASION PARA ZONA PATELAR POR ARTROSCOPIA,UVR,125,
18220,PB,814704,CONDROPLASTIA DE ABRASIÓN MÁS OSTEOTOMÍA TIBIAL POR ARTROSCOPIA,UVR,180,
18221,PB,838602,CUADRICEPLASTIA POR ARTROSCOPIA (107) EXCLUYE: las plastias de músculo y tendón asociados con artroplastia (107),UVR,90,
18226,PB,804303,DESBRIDAMIENTO DE FIBROCARTÍLAGO TRIANGULAR O EXTRACCION DE CUERPO EXTRAÑO EN MUÑECA POR ARTROSCOPIA (99) EXCLUYE: la corrección de síndrome del túnel carpiano o metatarsiano (99),UVR,110,
18226,PB,808022,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE CODO POR ARTROSCOPIA",UVR,110,
18226,PB,808032,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE MUÑECA POR ARTROSCOPIA",UVR,110,
18226,PB,808042,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION EN MANO Y/O DEDOS POR ARTROSCOPIA",UVR,110,
18229,PB,808112,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE HOMBRO POR ARTROSCOPIA,UVR,110,
18229,PB,808202,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE CODO POR ARTROSCOPIA,UVR,110,
18229,PB,808302,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE MUÑECA POR ARTROSCOPIA,UVR,110,
18229,PB,808602,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE RODILLA POR ARTROSCOPIA,UVR,110,
18229,PB,808702,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE TOBILLO POR ARTROSCOPIA,UVR,110,
18230,PB,808052,LAVADO Y/O DESBRIDAMIENTO DE PELVIS POR ARTROSCOPIA,UVR,125,
18230,PB,808502,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE PELVIS POR ARTROSCOPIA,UVR,125,
18231,PB,808402,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE FALANGES (UNA O MAS) POR ARTROSCOPIA,UVR,70,
18231,PB,808802,EXTRACCIÓN DE CUERPOS LIBRES INTRA-ARTICULARES DE PIE O ARTEJOS (UNO O MAS) POR ARTROSCOPIA,UVR,70,
18234,PB,814708,FIJACIÓN DE LA RODILLA POR ARTROSCOPIA,UVR,140,
18235,PB,791401,FIJACIÓN INTERNA DE FRACTURA E INESTABILIDAD DE MUÑECA POR ARTROSCOPIA,UVR,140,
18236,PB,814709,FIJACIÓN E INJERTO ÓSEO DE LA RODILLA POR ARTROSCOPIA,UVR,140,
18240,PB,814723,LIBERACIÓN DE ADHERENCIAS DE RODILLA POR ARTROSCOPIA,UVR,110,
18241,PB,044301,DESCOMPRESION ENDOSCOPICA DE NERVIO EN TUNEL DEL CARPO,UVR,90,
18245,PB,806103,MENISCECTOMÍA MEDIAL O LATERAL POR ARTROSCOPIA,UVR,110,
18246,PB,806104,MENISCECTOMÍA MEDIAL Y LATERAL POR ARTROSCOPIA,UVR,190,
18246,PB,814724,REMODELACIÓN DE MENISCO MEDIAL Y LATERAL POR ARTROSCOPIA,UVR,190,
18247,PB,805103,DISCECTOMIA O MICRODISCECTOMIA ENDOSCOPICA O TRANSARTROSCOPICA CERVICAL (100) APLICA: para descomprimir el canal cervical o la raíz del nervio espinal al mismo nivel y la extracción del núcleo pulposo. (100),UVR,200,
18247,PB,805125,DISCECTOMIA ENDOSCOPICA O TRANSARTROSCOPICA TORACICA (100),UVR,200,
18247,PB,805135,DISCECTOMIA ENDOSCOPICA O TRANSARTROSCOPICA LUMBAR (100),UVR,200,
18250,PB,791702,"REDUCCION CERRADA DE FRACTURAS OSTEOCONDRALES O DE LA ESPINA TIBIAL CON FIJACION INTERNA, VIA ENDOSCOPICA",UVR,150,
18251,PB,791703,"REDUCCION CERRADA DE FRACTURAS DEL TERCIO PROXIMAL DE LA TIBIA, CON FIJACION INTERNA, VIA ENDOSCOPICA",UVR,160,
18252,PB,799602,REDUCCION DE LAS FRACTURAS INTRAARTICULARES DE RODILLA CON FIJACION INTERNA POR ARTROSCOPIA,UVR,150,
18253,PB,799710,REDUCCION CON FIJACION DE LAS FRACTURAS DE TOBILLO POR ARTROSCOPIA,UVR,160,
18257,PB,814504,RECONSTRUCCIÓN DE LIGAMENTO CRUZADO ANTERIOR CON INJERTO AUTÓLOGO O CON ALOINJERTO POR ARTROSCOPIA,UVR,190,
18258,PB,814505,RECONSTRUCCIÓN DE LIGAMENTO CRUZADO POSTERIOR CON INJERTO AUTÓLOGO O CON ALOINJERTO POR ARTROSCOPIA,UVR,200,
18259,PB,814706,RELAJACIÓN DE RETINÁCULO LATERAL POR ARTROSCOPIA,UVR,70,
18260,PB,814707,RELAJACIÓN DE RETINÁCULO LATERAL MÁS REALINEACIÓN DISTAL O PROXIMAL POR ARTROSCOPIA,UVR,155,
18261,PB,814705,"RELAJACIÓN DE RETINÁCULO LATERAL, MÁS OSTEOTOMÍA DE REALINEACIÓN, MÁS PLICATURA DE RETINÁCULO MEDIAL POR ARTROSCOPIA",UVR,200,
18262,PB,808114,REMOCIÓN DE EXOSTOSIS DE HOMBRO POR ARTROSCOPIA,UVR,130,
18263,PB,808204,REMOCION DE PLICAS DE CODO POR ARTROSCOPIA,UVR,110,
18264,PB,814726,REMODELACION DE MENISCO ROTO (PICO DE LORO) POR ARTROSCOPIA,UVR,110,
18266,PB,814904,REPARACIÓN DE LIGAMENTO PERONEO ASTRAGALINO ANTERIOR POR ARTROSCOPIA,UVR,130,
18267,PB,776805,RESECCIÓN DE EXOSTOSIS NO ARTICULAR DE PIE POR ENDOSCOPIA,UVR,110,
18269,PB,776804,RESECCIÓN DE OSTEOFITOS TIBIALES Y/O TALARES POR ENDOSCOPIA,UVR,120,
18270,PB,808604,RESECCION DE PLICAS DE RODILLA POR ARTROSCOPIA,UVR,70,
18271,PB,778103,"RESECCIÓN PARCIAL DE CLAVÍCULA , VÍA ENDOSCÓPICA (94) APLICA: para la resección de tumores benignos, malignos, metastásicos; condilectomías (94)",UVR,125,
18275,PB,804701,"DIVISIÓN DE CAPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE TOBILLO POR ARTROSCOPIA",UVR,110,
18275,PB,807103,SINOVECTOMÍA DE HOMBRO PARCIAL POR ARTROSCOPIA (101) EXCLUYE: la extirpación de quiste de Baker (101),UVR,110,
18275,PB,807203,SINOVECTOMÍA DE CODO PARCIAL POR ARTROSCOPIA (101),UVR,110,
18275,PB,807503,SINOVECTOMÍA DE CADERA PARCIAL POR ARTROSCOPIA (101),UVR,110,
18275,PB,807603,SINOVECTOMÍA DE RODILLA PARCIAL POR ARTROSCOPIA (101),UVR,110,
18275,PB,807703,SINOVECTOMÍA DE TOBILLO PARCIAL POR ARTROSCOPIA (101),UVR,110,
18276,PB,807104,SINOVECTOMÍA DE HOMBRO TOTAL POR ARTROSCOPIA (101),UVR,140,
18276,PB,807204,SINOVECTOMÍA DE CODO TOTAL POR ARTROSCOPIA (101),UVR,140,
18276,PB,807304,SINOVECTOMÍA DE MUÑECA TOTAL POR ARTROSCOPIA (101),UVR,140,
18276,PB,807504,SINOVECTOMÍA DE CADERA TOTAL POR ARTROSCOPIA (101),UVR,140,
18276,PB,807604,SINOVECTOMÍA DE RODILLA TOTAL POR ARTROSCOPIA (101),UVR,140,
18276,PB,807704,SINOVECTOMÍA DE TOBILLO TOTAL POR ARTROSCOPIA (101),UVR,140,
18277,PB,807303,SINOVECTOMÍA DE MUÑECA PARCIAL POR ARTROSCOPIA (101),UVR,70,
18277,PB,807404,SINOVECTOMÍA DE FALANGES (UNA O MAS) POR ARTROSCOPIA (101),UVR,70,
18278,PB,819330,SUTURA DEL FIBROCARTÍLAGO TRIANGULAR O DE LIGAMENTOS INTERCARPIANOS(UNO O MAS) POR ARTROSCOPIA,UVR,125,
18279,PB,836305,SUTURA DEL MANGUITO ROTADOR POR ENDOSCOPIA,UVR,160,
18280,PB,814712,"SUTURA DE MENISCO MEDIAL O LATERAL, POR ARTROSCOPIA",UVR,125,
18281,PB,814722,SUTURA DE MENISCO MEDIAL Y LATERAL POR ARTROSCOPIA,UVR,200,
18282,PB,836405,SUTURA DEL TENDÓN BICIPITAL (TENODESIS) POR ENDOSCOPIA,UVR,125,
18285,PB,808062,LAVADO Y/O DESBRIDAMIENTO DE RODILLA POR ARTROSCOPIA,UVR,105,
18286,PB,804101,"DIVISIÓN DE CAPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE HOMBRO POR ARTROSCOPIA",UVR,130,
18286,PB,808012,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE HOMBRO POR ARTROSCOPIA",UVR,110,
18287,PB,808072,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE TOBILLO POR ARTROSCOPIA",UVR,130,
