codigo_iss,clase,codigo_cups,descripcion,tipo_valor,uvr,valor_pesos
01131,PB,015101,"RESECCION TUMOR OSEO, POR CRANEOTOMIA",UVR,85,
01131,PB,015102,"RESECCION TUMOR OSEO, POR CRANIECTOMIA",UVR,100,
01131,PB,020401,"CORRECCION DE DEFECTO OSEO PREEXISTENTE POR CRANEOPLASTIA, CON INJERTO AUTOLOGO O HETEROLOGO",UVR,240,
01132,PB,016101,"RESECCION TUMOR DE MENINGE CEREBRAL, POR CRANEOTOMIA",UVR,190,
01132,PB,016102,"RESECCION TUMOR DE MENINGE CEREBRAL, POR CRANIECTOMIA CON DUROPLASTIA Y CRANEOPLASTIA",UVR,305,
01132,PB,016201,"RESECCION TUMOR DE LA HOZ , POR CRANEOTOMIA Y PLASTIA",UVR,305,
01132,PB,016301,"RESECCION TUMOR DEL TENTORIO, POR CRANEOTOMIA",UVR,190,
01133,PB,015201,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA ANTERIOR, POR VIA CRANEOFACIAL ANTERIOR",UVR,730,
01133,PB,015203,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA ANTERIOR, POR VIA ANTEROLATERAL Y RINOTOMIA LATERAL",UVR,730,
01133,PB,015204,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA ANTERIOR, POR VIA TRANSZIGOMATICA Y TRANSPALATAL",UVR,730,
01133,PB,015302,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, POR ABORDAJE TRANSMAXILAR",UVR,730,
01133,PB,015305,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, POR VIA SUBFRONTAL EXTENDIDA",UVR,730,
01133,PB,015306,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA POR VIA SUBTEMPORAL",UVR,700,
01133,PB,015308,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA , POR VIA SUBFRONTAL",UVR,730,
01133,PB,015310,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA , POR VIA TRANSESFENOIDAL",UVR,820,
01133,PB,017202,"RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO, POR CRANEOTOMIA OSTEOPLASTICA",UVR,815,
01133,PB,017204,"RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO, CON ESTIMULACION CORTICAL",UVR,700,
01133,PB,017601,"RESECCION DE LESIONES VENTRICULARES SUPRATENTORIALES, POR CRANEOTOMIA",UVR,700,
01134,PB,015202,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA ANTERIOR, POR VIA CRANEOFACIAL ANTEROLATERAL",UVR,730,
01134,PB,015301,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, POR CRANEOTOMIA FRONTAL Y OSTEOTOMIA FRONTO ETMOIDAL",UVR,730,
01134,PB,015304,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, POR VIA SUBTEMPORAL Y OSTEOTOMIA ZIGOMATICA",UVR,730,
01134,PB,015307,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, POR VIA PREAURICULAR INFRATENTORIAL Y CERVICOTOMIA",UVR,730,
01134,PB,015309,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA , POR ORBITOTOMIA LATERAL",UVR,730,
01134,PB,017201,"RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO, POR CRANEOTOMIA",UVR,730,
01135,PB,015311,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA , POR VIA TRANSESFENOIDAL ENDOSCOPICA (134)",UVR,685,
01135,PB,071400,BIOPSIA DE HIPOFISIS POR VIA TRANSESFENOIDAL SOD (134),UVR,635,
01135,PB,076200,ESCISION PARCIAL DE HIPOFISIS VIA TRANSESFENOIDAL SOD (134),UVR,635,
01135,PB,076500,ESCISION TOTAL DE HIPOFISIS POR VIA TRANSESFENOIDAL SOD (134),UVR,685,
01136,PB,017401,"RESECCION DE TUMOR DE LINEA MEDIA SUPRATENTORIAL, POR CRANEOTOMIA",UVR,945,
01136,PB,017801,"RESECCION DE LESIONES INTRAVENTICULARES DE LINEA MEDIA , POR CRANEOTOMIA",UVR,945,
01136,PB,075300,ESCISION PARCIAL DE GLANDULA PINEAL SOD,UVR,945,
01136,PB,075400,ESCISION TOTAL DE GLANDULA PINEAL (PINEALECTOMIA) SOD,UVR,945,
01136,PB,076100,ESCISION PARCIAL DE HIPOFISIS POR VIA TRANSFRONTAL SOD,UVR,945,
01136,PB,076400,ESCISION TOTAL DE HIPOFISIS POR VIA TRANSFRONTAL SOD,UVR,945,
01137,PB,017301,"RESECCION TUMOR INTRACEREBELOSO, POR CRANEOTOMIA SUBOCCIPITAL",UVR,945,
01137,PB,017501,"RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL, EXTRA AXIAL, POR CRANEOTOMIA SUBOCCIPITAL",UVR,945,
01137,PB,017504,"RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL ( EXTRA AXIALES), POR CRANEOTOMIA SUBOCCIPITAL",UVR,945,
01137,PB,017505,"RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL ( EXTRA AXIALES), POR CRANEOTOMIA DE FOSA MEDIA",UVR,945,
01137,PB,017508,"RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES (TRONCO CEREBRAL), POR CRANEOTOMIA SUBOCCIPITAL",UVR,945,
01137,PB,017509,"RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES (TRONCO CEREBRAL), POR CRANEOTOMIA SUBTEMPORAL",UVR,945,
01138,PB,015401,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA EXTREMO LATERAL",UVR,945,
01138,PB,015402,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA FRONTO ORBITO ETMOIDAL",UVR,945,
01138,PB,015403,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA SUBTEMPORAL PREAURICULAR INFRATEMPORAL Y CERVICOTOMIA TRANSMANDIBULAR",UVR,945,
01138,PB,015404,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA TRANSORAL",UVR,945,
01138,PB,015405,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR , POR VIA MAXILOTOMIA EXTENDIDA",UVR,945,
01138,PB,015406,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA TRANSLABERINTICA",UVR,945,
01138,PB,015407,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA TRANSCOCLEAR",UVR,945,
01138,PB,015408,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR, POR VIA FOSA MEDIA",UVR,945,
01138,PB,015409,"RESECCION DE TUMOR DE LA BASE DEL CRANEO, FOSA POSTERIOR , POR VIA SUBOCCIPITAL RETROMASTOIDEA",UVR,945,
01138,PB,017701,"RESECCION DE LESIONES VENTRICULARES INFRATENTORIALES, POR CRANEOTOMIA SUBOCCIPITAL CIRUGIA PARA EPILEPSIA, PROCEDIMIENTOS NEUROFISIOLOGICOS Y DOLOR",UVR,945,
01140,PB,028302,COLOCACION EPIDURAL DEL ELECTRODO DE NEUROESTIMULACION INTRACRANEAL,UVR,290,
01140,PB,028304,IMPLANTACION DE RECEPTOR ELECTROENCEFALOGRAFICO POR TREPANACION,UVR,290,
01141,PB,028303,IMPLANTACION PARENQUIMATOSA DEL ELECTRODO DE NEUROESTIMULACION INTRACRANEAL,UVR,230,
01143,PB,019100,LOBECTOMIA POR CRANEOTOMIA SOD,UVR,375,
01143,PB,019200,LOBECTOMIA POR CRANIECTOMIA SOD,UVR,375,
01145,PB,018101,HEMISFERECTOMIA CEREBRAL POR CRANEOTOMIA,UVR,610,
01145,PB,018201,HEMISFERECTOMIA CEREBELOSA POR CRANEOTOMIA SUBOCCIPITAL,UVR,610,
01147,PB,044101,"DESCOMPRESION NEUROVASCULAR DE NERVIO TRIGEMINAL, POR CRANEOTOMIA SUBOCCIPITAL",UVR,355,
01147,PB,044203,DESCOMPRESION NEUROVASCULAR DE NERVIOS IX Y X,UVR,355,
01147,PB,044204,DESCOMPRESION NEUROVASCULAR DE NERVIO ACUSTICO VESTIBULAR,UVR,355,
01147,PB,044205,DESCOMPRESION INTRACANALICULAR DE NERVIO FACIAL,UVR,355,
01147,PB,044206,"DESCOMPRESION NEUROVASCULAR DE NERVIO FACIAL , POR CRANEOTOMIA SUBOCCIPITAL",UVR,355,
01147,PB,044207,DESCOMPRESION DE NERVIO FACIAL INTRATEMPORAL VIA TRANSLABERINTICA,UVR,355,
01147,PB,044208,DESCOMPRESION DE NERVIO FACIAL INTRATEMPORAL VIA TRANSMASTOIDEA,UVR,355,
01148,PB,013202,"SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) , POR CRANEOTOMIA (132) cingulotomía, etc.) (132) DERIVACIONES DE L.C.R.",UVR,335,
01150,PB,013106,"DRENAJE DE ESPACIO SUBDURAL, POR DERIVACION SUBDURO PERITONEAL",UVR,210,
01150,PB,022101,DERIVACION DE VENTRICULO A CISTERNA MAGNA,UVR,210,
01150,PB,022202,DERIVACION VENTRICULAR A ESPACIO SUBARACNOIDEO CERVICAL [TORKILSEN],UVR,210,
01150,PB,022300,"COLOCACION DE CATETER VENTRICULO PERITONEAL, SIN VALVULA SOD",UVR,210,
01150,PB,023201,DERIVACION VENTRICULOATRIAL,UVR,210,
01150,PB,023401,VENTRICULOPERITONEOSTOMIA,UVR,210,
01150,PB,023402,DERIVACION CISTO PERITONEAL [QUISTE VENTRICULAR A PERITONEO],UVR,210,
01150,PB,023500,DERIVACION VENTRICULAR AL APARATO URINARIO SOD,UVR,210,
01150,PB,549003,COLOCACION DE CATETERES PARA DERIVACION VENTRICULOPERITONEAL Y PERITONEOVENTRICULAR,UVR,210,
01151,PB,013105,"DRENAJE DE ESPACIO SUBARACNOIDEO, POR DERIVACION CISTO PERITONEAL",UVR,210,
01152,PB,024100,IRRIGACION DE DERIVACION VENTRICULAR SOD,UVR,120,
01152,PB,024201,REEMPLAZO PARCIAL DE DERIVACION,UVR,120,
01153,PB,024202,REEMPLAZO TOTAL DE DERIVACION,UVR,140,
01154,PB,024300,RETIRO DE DERIVACION SOD,UVR,125,
01155,PB,037100,DERIVACION SIRINGO PERITONEAL ESPINAL SOD,UVR,190,
01155,PB,037200,DERIVACION SIRINGO SUBDURAL ESPINAL SOD,UVR,190,
01155,PB,037300,DERIVACION LUMBO PERITONEAL SOD,UVR,190,
01155,PB,037400,DERIVACION LUMBAR EXTERNA SOD,UVR,190,
01155,PB,037500,DERIVACION SIRINGO PLEURAL ESPINAL SOD,UVR,190,
01156,PB,022201,COLOCACION DE CATETER VENTRICULAR AL EXTERIOR CIRUGIA ESTEREOTAXICA,UVR,150,
01161,PB,011304,BIOPSIA ESTEREOTAXICA DE CEREBRO (131) (131),UVR,250,
01161,PB,016401,DRENAJE DE QUISTE ARACNOIDEO GUIADO POR ESTEREOTAXIA (2),UVR,250,
01161,PB,017002,"DRENAJE DE COLECCIONES INTRACEREBRALES , GUIADO POR ESTEREOTAXIA (2)",UVR,250,
01161,PB,017005,"DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR , GUIADO POR ESTEREOTAXIA (2)",UVR,250,
01163,PB,013201,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) POR ABLACION [TERMOLESION] ESTEREOTAXICA,UVR,420,
01163,PB,014101,TALAMOTOMIA POR ESTEREOTAXIA [ESTIMULACION Y/O ABLACION DE UNO DE SUS NUCLEOS],UVR,420,
01163,PB,014201,PALIDOTOMIA POR ESTEREOTAXIA,UVR,420,
01165,PB,028301,IMPLANTACION DE NEUROESTIMULADOR POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,UVR,320,
01165,PB,028601,"INJERTO INTRACEREBRAL DE TEJIDO SUPRARRENAL REPAROS, DESCOMPRESIONES Y OTRAS CIRUGIAS CRANEANAS",UVR,320,
01170,PB,012101,CRANEALIZACION DE SENO FRONTAL,UVR,230,
01170,PB,021101,"CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, POR CRANEOTOMIA",UVR,135,
01170,PB,021102,"CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, CON PLASTIA DURAL",UVR,135,
01170,PB,021103,"CORRECCION DE DESGARRO DURAL EN BASE DE CRANEO, POR CRANEOTOMIA",UVR,135,
01170,PB,021104,"CORRECCION DE DESGARRO DURAL EN BASE DE CRANEO, CON PLASTIA AUTOLOGA O HETEROLOGA, POR CRANEOTOMIA",UVR,135,
01170,PB,021202,"CORRECCION FISTULA LCR EN BOVEDA CRANEANA, POR DUROPLASTIA",UVR,135,
01170,PB,035401,PLASTIA O INJERTO DE MENINGE ESPINAL,UVR,135,
01171,PB,020500,"INSERCION O SUSTITUCION DE PLACA O MALLA CRANEAL (METALICA, ACRILICA) SOD",UVR,190,
01171,PB,020601,CORRECCION DISPLASIA FIBROSA POR CRANEOPLASTIA,UVR,190,
01172,PB,021201,"CORRECCION FISTULA LCR EN BOVEDA CRANEANA, POR CRANEOTOMIA Y CRANEOPLASTIA",UVR,365,
01172,PB,021204,"CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR, POR VIA TRANSESFENOIDAL",UVR,325,
01172,PB,021207,"CORRECCION FISTULA LCR EN BASE DE CRANEO MEDIO, POR VIA TRANSESFENOIDAL",UVR,325,
01173,PB,021203,"CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR, POR VIA SUBFRONTAL",UVR,250,
01173,PB,021206,"CORRECCION FISTULA LCR EN BASE DE CRANEO MEDIO, POR CRANIECTOMIA",UVR,250,
01173,PB,021208,CORRECCION FISTULA EN LCR EN BASE DE CRANEO POSTERIOR POR VIA SUBOCCIPITAL,UVR,250,
01174,PB,011302,BIOPSIA ABIERTA ( CRANEOTOMIA) DE CEREBRO,UVR,210,
01174,PB,011303,BIOPSIA DE CEREBRO POR TREPANACION,UVR,210,
01174,PB,071300,BIOPSIA DE HIPOFISIS POR VIA TRANSFRONTAL SOD,UVR,210,
01174,PB,071700,BIOPSIA DE GLANDULA PINEAL SOD,UVR,210,
01175,PB,017209,DRENAJE DE QUISTE TUMORAL SUPRATENTORIAL,UVR,385,
01176,PB,168401,DESCOMPRESIÓN DE ÓRBITA VIA TECHO DE ORBITA (TECNICA TRANSCRANEANA DE NAFZINGHER),UVR,350,
01177,PB,168402,DESCOMPRESIÓN DE ÓRBITA VIA LATERAL (TECNICA DE KROMLIEN),UVR,275,
01177,PB,168403,DESCOMPRESIÓN DE ÓRBITA VIA INFERIOR Y MEDIAL (TECNICA DE WALSH- OUGURA)VIA TRANSMAXILAR ENDOSCOPICA,UVR,275,
01179,PB,015104,CORRECCION DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA IMPLANTES,UVR,315,
01180,PB,028201,IMPLANTACION DE CATETER INTRACEREBRAL (3),UVR,75,
01180,PB,028202,IMPLANTACION DE DISPOSITIVO EXTRADURAL,UVR,75,
01180,PB,028203,"IMPLANTACION DE DISPOSITIVO INTRACEREBRAL ( ELECTRODOS, TRASDUCTORES DE PIC) (3)",UVR,75,
01181,,025000,"IMPLANTE DE CATETER (INTRAVENTRICULAR, INTRACISTICO) CON RESERVORIO SUBCUTANEO SOD (173) APLICA: para drenar porción quística en craneofaringioma; para administración de quimioterapia (173) COLUMNA Y MEDULA ESPINAL LESIONES CONGENITAS",UVR,125,
01200,PB,035101,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON INSTRUMENTACION VIA POSTERIOR",UVR,285,
01200,PB,035103,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON DESCOMPRESION VIA ANTERIOR",UVR,270,
01201,PB,035107,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON RESECCION DE CELE , DUROPLASTIA Y PLASTIA DE PIEL",UVR,345,
01202,PB,035104,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON FUSION OSEA E INJERTO AUTOLOGO O HETEROLOGO",UVR,435,
01202,PB,035105,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON RESECCION DE TABIQUE OSEO",UVR,270,
01203,,035106,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON SECCION DE FILUM TERMINALIS",UVR,275,
01204,,035102,"CORRECCION DE MALFORMACION DE MEDULA ESPINAL, CON MIELOTOMIA POSTERIOR",UVR,270,
M01336,PB,035108,CIERRE O LIGADURA DE COMUNICACION PERSISTENTE ENTRE PIEL Y MEDULA ESPINAL [SENO DERMICO] LESIONES POR TRAUMA,UVR,155,
01210,PB,934100,TRACCION ESPINAL CON EMPLEO DE DISPOSITIVO CRANEAL SOD,UVR,65,
01212,PB,793930,REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VIA ANTERIOR CON INSTRUMENTACION SIMPLE (97) APLICA: para fijación o instrumentación de luxofractura. (97),UVR,425,
01212,PB,793931,REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VIA ANTERIOR CON INSTRUMENTACION MODULAR (97),UVR,425,
01213,PB,778931,"RESECCION DE APOFISIS ODONTOIDES POR ABORDAJE TRANSORAL (94) APLICA: para resección de: arco anterior, tumores benignos, malignos, metastásicos; condilectomías y corrección de invaginación basilar (94)",UVR,450,
01214,PB,792932,REDUCCIÓN ABIERTA FRACTURA SIN FIJACION DE COLUMNA CERVICAL VIA POSTERIOR,UVR,310,
01214,PB,793932,REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VIA POSTERIOR CON INSTRUMENTACION SIMPLE (97) APLICA: para fijación o instrumentación de luxofractura. (97),UVR,330,
01214,PB,793933,REDUCCION ABIERTA DE FRACTURA DE ODONTOIDES VIA POSTERIOR CON INSTRUMENTACION MODULAR (97),UVR,330,
01214,PB,793937,REDUCCION DE FRACTURA OCCIPITOCERVICAL VIA POSTERIOR CON INSTRUMENTACION SIMPLE (97),UVR,330,
01214,PB,793938,REDUCCION DE FRACTURA OCCIPITOCERVICAL VIA POSTERIOR CON INSTRUMENTACION MODULAR (97),UVR,330,
01214,PB,793942,REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VIA POSTERIOR CON INSTRUMENTACION SIMPLE (97),UVR,330,
01214,PB,793943,REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VIA POSTERIOR CON INSTRUMENTACION MODULAR (97),UVR,330,
01214,PB,793946,REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VIA POSTERIOR CON INSTRUMENTACION SIMPLE (97),UVR,330,
01214,PB,793947,REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VIA POSTERIOR CON INSTRUMENTACION MODULAR (97),UVR,330,
01215,PB,792931,REDUCCIÓN ABIERTA FRACTURA SIN FIJACION DE COLUMNA CERVICAL VIA ANTERIOR,UVR,360,
01215,PB,792935,REDUCCIÓN ABIERTA FRACTURA SIN FIJACION DE COLUMNA TORACICA O LUMBAR VIA ANTERIOR,UVR,360,
01215,PB,793935,REDUCCION DE FRACTURA OCCIPITOCERVICAL VIA ANTERIOR CON INSTRUMENTACION SIMPLE (97),UVR,375,
01215,PB,793936,REDUCCION DE FRACTURA OCCIPITOCERVICAL VIA ANTERIOR CON INSTRUMENTACION MODULAR (97),UVR,375,
01215,PB,793940,REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VIA ANTERIOR CON INSTRUMENTACION SIMPLE (97),UVR,375,
01215,PB,793941,REDUCCION DE FRACTURA COLUMNA CERVICAL EN C1 VIA ANTERIOR CON INSTRUMENTACION MODULAR (97),UVR,375,
01215,PB,793944,REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VIA ANTERIOR CON INSTRUMENTACION SIMPLE (97),UVR,375,
01215,PB,793945,REDUCCION DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VIA ANTERIOR CON INSTRUMENTACION MODULAR (97),UVR,375,
01216,PB,793950,"REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VIA ANTERIOR CON INSTRUMENTACION SIMPLE (97)",UVR,475,
01216,PB,793951,"REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VIA ANTERIOR CON INSTRUMENTACION MODULAR (97)",UVR,475,
01217,PB,028400,COLOCACION DE TRACTOR CEFALICO [HALO CHALECO] SOD,UVR,55,
01217,PB,028500,EXTRACCIÓN DE TRACTOR CEFALICO [HALO CHALECO] SOD,UVR,35,
01218,PB,030101,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL RAQUIDEO POR LAMINECTOMIA,UVR,220,
01218,PB,030102,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL RAQUIDEO POR HEMILAMINECTOMIA,UVR,220,
01218,PB,030103,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL RAQUIDEO POR LAMINOTOMIA,UVR,220,
01218,PB,035402,ESQUIRLECTOMIA CON PLASTIA O INJERTO DE MENINGE ESPINAL LESIONES VASCULARES,UVR,300,
01220,PB,383501,"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO CERVICAL (77) APLICA: para vasos vertebrales, meníngeos y/o medulares (77)",UVR,585,
01221,PB,383502,"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO TORACICO (77)",UVR,510,
01222,PB,383503,"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO LUMBOSACRO (77)",UVR,460,
01223,PB,030401,DRENAJE DE COLECCION EPIDURAL POR LAMINOTOMIA,UVR,275,
01223,PB,030402,DRENAJE DE COLECCION EPIDURAL POR LAMINECTOMIA TUMORES,UVR,275,
01230,PB,776931,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA POSTERIOR O POSTEROLATERAL,UVR,220,
01230,PB,776932,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) SACROCOCCIGEO VIA ANTERIOR,UVR,300,
01230,PB,776933,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) SACROCOCCIGEO VIA POSTERIOR O POSTEROLATERAL,UVR,220,
01231,PB,776930,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA ANTERIOR,UVR,300,
01232,PB,034201,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON LAMINECTOMIA BILATERAL",UVR,260,
01232,PB,034202,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON LAMINOPLASTIA",UVR,260,
01232,PB,034203,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON SACRECTOMIA TOTAL O PARCIAL",UVR,330,
01232,PB,034204,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA ANTERIOR, CON CORPECTOMIA Y ARTRODESIS",UVR,340,
01232,PB,034205,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA ANTERIOR, CON CORPECTOMIA, ARTRODESIS E INSTRUMENTACION",UVR,430,
01232,PB,034206,RESECCION DE TUMOR EXTRADURAL (EPIDURAL) CON INSTRUMENTACION VIA ANTERIOR Y POSTERIOR,UVR,430,
01233,PB,034301,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA POSTERIOR, POR LAMINECTOMIA BILATERAL",UVR,310,
01233,PB,034303,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR , VIA POSTERIOR, POR LAMINECTOMIA Y FORAMINECTOMIA",UVR,310,
01233,PB,034305,RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA ANTERIOR,UVR,310,
01234,PB,034302,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR , VIA POSTERIOR, CON LAMINOPLASTIA Y/O DUROPLASTIA",UVR,310,
01234,PB,034304,RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA POSTERIOR O POSTERO LATERAL,UVR,310,
01236,PB,034401,"RESECCION DE TUMOR INTRADURAL INTRAMEDULARES , POR VIA ANTERIOR",UVR,405,
01236,PB,034402,"RESECCION DE TUMOR INTRADURAL INTRAMEDULAR, POR VIA POSTERIOR",UVR,405,
01237,PB,033201,"BIOPSIA DE TUMOR INTRADURALES ( INTRAMEDULARES Y EXTRAMEDULARES) CERVICALES, DORSALES, LUMBOSACROS O COCCIGEOS LESIONES RAQUIDEAS",UVR,230,
01240,PB,030201,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR LAMINECTOMIA,UVR,305,
01241,PB,030202,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR HEMILAMINECTOMIA,UVR,305,
01241,PB,030207,"EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO (EXCEPTO SEGMENTO CERVICAL) Y RAICES ESPINALES POR, POR FORAMINOTOMIA POSTERIOR",UVR,305,
01242,PB,030203,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR LAMINOTOMIA,UVR,305,
01243,PB,805101,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VIA ANTERIOR (100) cervical o la raíz del nervio espinal al mismo nivel y la extracción del núcleo pulposo. (100),UVR,270,
01243,PB,805102,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VIA POSTERIOR (100),UVR,190,
01243,PB,805105,"DISCECTOMIA CERVICAL, VIA ANTERIOR CON INJERTO OSEO AUTOLOGO O HETEROLOGO [CLOWARD, SMITH ROBINSON, SIMMONS] (100)",UVR,420,
01244,PB,805121,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORACICO VIA ANTERIOR (100),UVR,270,
01244,PB,805122,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORACICO VIA POSTERIOR (100),UVR,190,
01245,PB,805131,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VIA ANTERIOR (100),UVR,275,
01245,PB,805132,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VIA POSTERIOR (100),UVR,195,
01245,PB,805134,"DISCECTOMIA LUMBAR, VIA POSTEROLATERAL CON O SIN FACECTOMIA [EN DESCOMPRESION] (100)",UVR,195,
01246,PB,780931,INJERTO OSEO EN COLUMNA VERTEBRAL VIA ANTERIOR,UVR,250,
01246,PB,780932,INJERTO OSEO EN COLUMNA VERTEBRAL VIA POSTERIOR,UVR,170,
01247,PB,805110,NUCLEOTOMIA PERCUTANEA CERVICAL [EN DESCOMPRESION] (100),UVR,175,
01247,PB,805123,NUCLEOTOMIA PERCUTANEA TORACICA [ EN DESCOMPRESION] (100),UVR,175,
01247,PB,805133,NUCLEOTOMIA PERCUTANEA LUMBAR [ EN DESCOMPRESION] (100),UVR,175,
01250,,779932,VERTEBRECTOMIA TOTAL CERVICAL CON REEMPLAZO CORPORAL ARTIFICIAL (174),UVR,510,
M01383,PB,805200,QUIMIONUCLEOLISIS O DISCOLISIS INTERVERTEBRAL SOD * (100),UVR,125,
